[['new1-15_10.jpg.bmp', '14', 0.6517]]
[['new12-54_1.jpg.bmp', '1', 0.9988]]
[['new12-56_1.jpg.bmp', '1', 0.9999]]
[['new12-5_1.jpg.bmp', '1', 0.9999]]
[['new12-63_1.jpg.bmp', '1', 1.0]]
[['new12-65_1.jpg.bmp', '1', 1.0]]
[['new12-6_1.jpg.bmp', '1', 0.999]]
[['new12-72_1.jpg.bmp', '1', 0.9998]]
[['new12-74_1.jpg.bmp', '1', 0.9999]]
[['new12-75_1.jpg.bmp', '1', 0.9999]]
[['new13-10_1.jpg.bmp', '1', 0.9991]]
[['new13-21_1.jpg.bmp', '1', 0.9998]]
[['new13-23_1.jpg.bmp', '1', 0.9998]]
[['new13-24_1.jpg.bmp', '1', 0.9999]]
[['new13-28_1.jpg.bmp', '1', 1.0]]
[['new13-2_1.jpg.bmp', '1', 1.0]]
[['new13-33_1.jpg.bmp', '1', 1.0]]
[['new13-34_1.jpg.bmp', '1', 1.0]]
[['new13-37_1.jpg.bmp', '1', 0.9999]]
[['new13-40_1.jpg.bmp', '1', 0.9998]]
[['new13-43_1.jpg.bmp', '1', 0.9998]]
[['new13-44_1.jpg.bmp', '1', 1.0]]
[['new13-64_1.jpg.bmp', '1', 0.9998]]
[['new13-69_1.jpg.bmp', '1', 1.0]]
[['new13-8_1.jpg.bmp', '1', 1.0]]
[['new14-10_2.jpg.bmp', '9', 0.4999]]
[['new14-14_2.jpg.bmp', '1', 0.6883]]
[['new14-17_2.jpg.bmp', '9', 0.3336]]
[['new14-20_2.jpg.bmp', '9', 0.9055]]
[['new14-29_2.jpg.bmp', '9', 0.5765]]
[['new14-2_2.jpg.bmp', '1', 0.414]]
[['new14-35_2.jpg.bmp', '1', 0.8237]]
[['new14-54_2.jpg.bmp', '1', 0.5602]]
[['new14-59_2.jpg.bmp', '1', 0.5734]]
[['new14-63_2.jpg.bmp', '9', 0.5645]]
[['new14-64_2.jpg.bmp', '9', 0.7014]]
[['new14-72_2.jpg.bmp', '9', 0.5822]]
[['new15-17_3.jpg.bmp', '3', 0.9987]]
[['new15-26_3.jpg.bmp', '3', 0.9997]]
[['new15-28_3.jpg.bmp', '3', 0.9992]]
[['new15-30_3.jpg.bmp', '3', 0.9981]]
[['new15-43_3.jpg.bmp', '3', 0.9984]]
[['new15-4_3.jpg.bmp', '3', 0.9997]]
[['new15-64_3.jpg.bmp', '3', 0.9983]]
[['new15-69_3.jpg.bmp', '3', 0.9986]]
[['new15-6_3.jpg.bmp', '3', 0.9995]]
[['new15-8_3.jpg.bmp', '3', 0.9991]]
[['new16-11_3.jpg.bmp', '3', 0.9992]]
[['new16-22_3.jpg.bmp', '3', 0.9996]]
[['new16-25_3.jpg.bmp', '3', 0.9998]]
[['new16-29_3.jpg.bmp', '3', 0.9983]]
[['new16-2_3.jpg.bmp', '3', 0.9998]]
[['new16-44_3.jpg.bmp', '3', 0.9986]]
[['new16-46_3.jpg.bmp', '3', 0.9993]]
[['new16-49_3.jpg.bmp', '3', 0.9997]]
[['new16-55_3.jpg.bmp', '3', 0.9983]]
[['new16-65_3.jpg.bmp', '3', 0.9994]]
[['new16-69_3.jpg.bmp', '3', 0.9988]]
[['new16-73_3.jpg.bmp', '3', 0.9991]]
[['new16-77_3.jpg.bmp', '3', 0.9994]]
[['new16-9_3.jpg.bmp', '3', 0.9997]]
[['new17-12_3.jpg.bmp', '3', 0.9984]]
[['new17-13_3.jpg.bmp', '3', 0.9994]]
[['new17-19_3.jpg.bmp', '3', 0.999]]
[['new17-27_3.jpg.bmp', '3', 0.9907]]
[['new17-31_3.jpg.bmp', '3', 0.9991]]
[['new17-35_3.jpg.bmp', '3', 0.9972]]
[['new17-37_3.jpg.bmp', '3', 0.9985]]
[['new17-38_3.jpg.bmp', '3', 0.9986]]
[['new17-39_3.jpg.bmp', '3', 0.9987]]
[['new17-50_3.jpg.bmp', '3', 0.9998]]
[['new17-52_3.jpg.bmp', '3', 0.9978]]
[['new17-56_3.jpg.bmp', '3', 0.9993]]
[['new17-64_3.jpg.bmp', '3', 0.9982]]
[['new17-67_3.jpg.bmp', '3', 0.9989]]
[['new17-71_3.jpg.bmp', '3', 0.9926]]
[['new18-16_3.jpg.bmp', '3', 0.9993]]
[['new18-18_3.jpg.bmp', '3', 0.998]]
[['new18-21_3.jpg.bmp', '3', 0.9998]]
[['new18-23_3.jpg.bmp', '3', 0.9994]]
[['new18-24_3.jpg.bmp', '3', 0.9996]]
[['new18-33_3.jpg.bmp', '3', 0.998]]
[['new18-34_3.jpg.bmp', '3', 0.9993]]
[['new18-35_3.jpg.bmp', '3', 0.9994]]
[['new18-36_3.jpg.bmp', '3', 0.9982]]
[['new18-47_3.jpg.bmp', '3', 0.999]]
[['new18-54_3.jpg.bmp', '3', 0.9977]]
[['new18-56_3.jpg.bmp', '3', 0.9998]]
[['new18-5_3.jpg.bmp', '3', 0.9996]]
[['new18-63_3.jpg.bmp', '3', 0.9989]]
[['new18-70_3.jpg.bmp', '3', 0.9997]]
[['new18-71_3.jpg.bmp', '3', 0.9986]]
[['new18-73_3.jpg.bmp', '3', 0.987]]
[['new18-9_3.jpg.bmp', '3', 0.9991]]
[['new19-11_4.jpg.bmp', '4', 0.9989]]
[['new19-32_4.jpg.bmp', '4', 0.9992]]
[['new19-34_4.jpg.bmp', '4', 0.9984]]
[['new19-36_4.jpg.bmp', '4', 0.9994]]
[['new19-38_4.jpg.bmp', '4', 0.9992]]
[['new19-39_4.jpg.bmp', '4', 0.9996]]
[['new19-40_4.jpg.bmp', '4', 0.9998]]
[['new19-41_4.jpg.bmp', '4', 0.9993]]
[['new19-42_4.jpg.bmp', '4', 0.9994]]
[['new19-49_4.jpg.bmp', '4', 0.9991]]
[['new19-4_4.jpg.bmp', '4', 0.9993]]
[['new19-53_4.jpg.bmp', '4', 0.9988]]
[['new19-62_4.jpg.bmp', '4', 0.9978]]
[['new19-67_4.jpg.bmp', '4', 0.9997]]
[['new19-73_4.jpg.bmp', '4', 0.9993]]
[['new19-9_4.jpg.bmp', '4', 0.9852]]
[['new2-14_11.jpg.bmp', '11', 0.7558]]
[['new2-17_11.jpg.bmp', '11', 0.7755]]
[['new2-18_11.jpg.bmp', '11', 0.6278]]
[['new2-1_11.jpg.bmp', '11', 0.8754]]
[['new2-22_11.jpg.bmp', '11', 0.8259]]
[['new2-23_11.jpg.bmp', '11', 0.7439]]
[['new2-26_11.jpg.bmp', '11', 0.5136]]
[['new2-29_11.jpg.bmp', '11', 0.8088]]
[['new2-30_11.jpg.bmp', '11', 0.7373]]
[['new2-36_11.jpg.bmp', '11', 0.8024]]
[['new2-41_11.jpg.bmp', '11', 0.5545]]
[['new2-42_11.jpg.bmp', '11', 0.6968]]
[['new2-45_11.jpg.bmp', '11', 0.6336]]
[['new2-49_11.jpg.bmp', '11', 0.6291]]
[['new2-55_11.jpg.bmp', '11', 0.6535]]
[['new2-57_11.jpg.bmp', '11', 0.7131]]
[['new2-60_11.jpg.bmp', '11', 0.6778]]
[['new2-61_11.jpg.bmp', '11', 0.6244]]
[['new2-65_11.jpg.bmp', '11', 0.7163]]
[['new2-75_11.jpg.bmp', '11', 0.5554]]
[['new2-77_11.jpg.bmp', '11', 0.3874]]
[['new20-11_4.jpg.bmp', '4', 0.9935]]
[['new20-14_4.jpg.bmp', '4', 0.9978]]
[['new20-17_4.jpg.bmp', '4', 0.9844]]
[['new20-1_4.jpg.bmp', '4', 0.9993]]
[['new20-20_4.jpg.bmp', '4', 0.9997]]
[['new20-23_4.jpg.bmp', '4', 0.9991]]
[['new20-28_4.jpg.bmp', '4', 0.9995]]
[['new20-39_4.jpg.bmp', '4', 0.999]]
[['new20-51_4.jpg.bmp', '4', 0.9992]]
[['new20-59_4.jpg.bmp', '4', 0.997]]
[['new20-64_4.jpg.bmp', '4', 0.9989]]
[['new20-67_4.jpg.bmp', '4', 0.9996]]
[['new20-6_4.jpg.bmp', '4', 0.9993]]
[['new20-74_4.jpg.bmp', '4', 0.9994]]
[['new20-76_4.jpg.bmp', '4', 0.9984]]
[['new21-14_4.jpg.bmp', '4', 0.9815]]
[['new21-1_4.jpg.bmp', '4', 0.931]]
[['new21-23_4.jpg.bmp', '4', 0.9513]]
[['new21-24_4.jpg.bmp', '4', 0.9751]]
[['new21-30_4.jpg.bmp', '4', 0.9942]]
[['new21-39_4.jpg.bmp', '4', 0.9908]]
[['new21-3_4.jpg.bmp', '4', 0.9491]]
[['new21-42_4.jpg.bmp', '4', 0.9711]]
[['new21-4_4.jpg.bmp', '4', 0.9994]]
[['new21-53_4.jpg.bmp', '4', 0.9949]]
[['new21-54_4.jpg.bmp', '4', 0.9929]]
[['new21-58_4.jpg.bmp', '4', 0.9788]]
[['new21-5_4.jpg.bmp', '4', 0.9966]]
[['new21-71_4.jpg.bmp', '4', 0.9747]]
[['new21-76_4.jpg.bmp', '4', 0.9574]]
[['new22-12_5.jpg.bmp', '5', 0.9758]]
[['new22-15_5.jpg.bmp', '5', 0.9741]]
[['new22-1_5.jpg.bmp', '5', 0.9273]]
[['new22-22_5.jpg.bmp', '5', 0.9439]]
[['new22-23_5.jpg.bmp', '5', 0.9897]]
[['new22-40_5.jpg.bmp', '5', 0.9016]]
[['new22-43_5.jpg.bmp', '5', 0.9952]]
[['new22-4_5.jpg.bmp', '5', 0.9855]]
[['new22-53_5.jpg.bmp', '5', 0.9877]]
[['new22-57_5.jpg.bmp', '5', 0.9967]]
[['new22-59_5.jpg.bmp', '5', 0.9951]]
[['new22-60_5.jpg.bmp', '5', 0.9912]]
[['new22-71_5.jpg.bmp', '5', 0.9903]]
[['new23-10_5.jpg.bmp', '5', 0.9906]]
[['new23-12_5.jpg.bmp', '5', 0.9997]]
[['new23-15_5.jpg.bmp', '5', 0.9922]]
[['new23-18_5.jpg.bmp', '5', 0.9983]]
[['new23-21_5.jpg.bmp', '5', 0.9978]]
[['new23-27_5.jpg.bmp', '5', 0.9998]]
[['new23-31_5.jpg.bmp', '5', 0.9969]]
[['new23-35_5.jpg.bmp', '5', 0.9969]]
[['new23-40_5.jpg.bmp', '5', 0.9979]]
[['new23-45_5.jpg.bmp', '5', 0.9944]]
[['new23-46_5.jpg.bmp', '5', 0.9908]]
[['new23-48_5.jpg.bmp', '5', 0.999]]
[['new23-55_5.jpg.bmp', '5', 0.9754]]
[['new23-57_5.jpg.bmp', '5', 0.9982]]
[['new23-61_5.jpg.bmp', '5', 0.9984]]
[['new23-62_5.jpg.bmp', '5', 0.9936]]
[['new23-67_5.jpg.bmp', '5', 0.9996]]
[['new23-71_5.jpg.bmp', '5', 0.9782]]
[['new23-73_5.jpg.bmp', '5', 0.9988]]
[['new24-13_6.jpg.bmp', '6', 0.7275]]
[['new24-25_6.jpg.bmp', '6', 0.5275]]
[['new24-32_6.jpg.bmp', '6', 0.8956]]
[['new24-41_6.jpg.bmp', '6', 0.9495]]
[['new24-43_6.jpg.bmp', '6', 0.8084]]
[['new24-48_6.jpg.bmp', '6', 0.7198]]
[['new24-52_6.jpg.bmp', '5', 0.5977]]
[['new24-61_6.jpg.bmp', '5', 0.9489]]
[['new24-70_6.jpg.bmp', '6', 0.659]]
[['new24-7_6.jpg.bmp', '6', 0.4293]]
[['new24-9_6.jpg.bmp', '5', 0.5278]]
[['new25-24_6.jpg.bmp', '5', 0.6551]]
[['new25-27_6.jpg.bmp', '5', 0.8851]]
[['new25-29_6.jpg.bmp', '6', 0.5116]]
[['new25-48_6.jpg.bmp', '5', 0.8378]]
[['new25-49_6.jpg.bmp', '6', 0.4263]]
[['new25-51_6.jpg.bmp', '6', 0.9656]]
[['new25-52_6.jpg.bmp', '6', 0.916]]
[['new25-53_6.jpg.bmp', '6', 0.68]]
[['new25-55_6.jpg.bmp', '5', 0.788]]
[['new25-56_6.jpg.bmp', '5', 0.7173]]
[['new25-59_6.jpg.bmp', '5', 0.4981]]
[['new25-61_6.jpg.bmp', '6', 0.5688]]
[['new25-66_6.jpg.bmp', '6', 0.65]]
[['new25-68_6.jpg.bmp', '5', 0.9182]]
[['new25-8_6.jpg.bmp', '6', 0.7431]]
[['new26-10_7.jpg.bmp', '1', 0.6072]]
[['new26-14_7.jpg.bmp', '1', 0.3672]]
[['new26-17_7.jpg.bmp', '1', 0.5595]]
[['new26-18_7.jpg.bmp', '7', 0.489]]
[['new26-35_7.jpg.bmp', '1', 0.7174]]
[['new26-37_7.jpg.bmp', '5', 0.6819]]
[['new26-38_7.jpg.bmp', '1', 0.5229]]
[['new26-45_7.jpg.bmp', '1', 0.6241]]
[['new26-4_7.jpg.bmp', '7', 0.9691]]
[['new26-50_7.jpg.bmp', '1', 0.6969]]
[['new26-54_7.jpg.bmp', '1', 0.5725]]
[['new26-55_7.jpg.bmp', '7', 0.5394]]
[['new26-63_7.jpg.bmp', '7', 0.9388]]
[['new26-69_7.jpg.bmp', '7', 0.6954]]
[['new26-72_7.jpg.bmp', '5', 0.6087]]
[['new26-9_7.jpg.bmp', '1', 0.9233]]
[['new27-25_8.jpg.bmp', '14', 0.5772]]
[['new27-26_8.jpg.bmp', '14', 0.8817]]
[['new27-2_8.jpg.bmp', '8', 0.7818]]
[['new27-30_8.jpg.bmp', '8', 0.6813]]
[['new27-32_8.jpg.bmp', '8', 0.6839]]
[['new27-34_8.jpg.bmp', '14', 0.7946]]
[['new27-40_8.jpg.bmp', '8', 0.5177]]
[['new27-42_8.jpg.bmp', '8', 0.5546]]
[['new27-51_8.jpg.bmp', '8', 0.57]]
[['new27-58_8.jpg.bmp', '14', 0.7569]]
[['new27-5_8.jpg.bmp', '14', 0.6658]]
[['new27-6_8.jpg.bmp', '14', 0.961]]
[['new27-75_8.jpg.bmp', '14', 0.5511]]
[['new28-10_8.jpg.bmp', '14', 0.9977]]
[['new28-13_8.jpg.bmp', '8', 0.9974]]
[['new28-18_8.jpg.bmp', '14', 0.9174]]
[['new28-19_8.jpg.bmp', '14', 0.5959]]
[['new28-25_8.jpg.bmp', '8', 0.6968]]
[['new28-28_8.jpg.bmp', '8', 0.6262]]
[['new28-33_8.jpg.bmp', '14', 0.7263]]
[['new28-36_8.jpg.bmp', '14', 0.6278]]
[['new28-42_8.jpg.bmp', '8', 0.8722]]
[['new28-44_8.jpg.bmp', '14', 0.577]]
[['new28-46_8.jpg.bmp', '14', 0.5351]]
[['new28-49_8.jpg.bmp', '8', 0.8199]]
[['new28-51_8.jpg.bmp', '8', 0.9049]]
[['new28-64_8.jpg.bmp', '8', 0.7175]]
[['new28-66_8.jpg.bmp', '14', 0.5172]]
[['new28-67_8.jpg.bmp', '14', 0.5357]]
[['new28-69_8.jpg.bmp', '14', 1.0]]
[['new28-74_8.jpg.bmp', '8', 0.9757]]
[['new29-14_8.jpg.bmp', '14', 0.5745]]
[['new29-17_8.jpg.bmp', '8', 0.936]]
[['new29-29_8.jpg.bmp', '14', 0.9445]]
[['new29-30_8.jpg.bmp', '14', 0.9515]]
[['new29-36_8.jpg.bmp', '14', 0.9594]]
[['new29-37_8.jpg.bmp', '14', 0.7459]]
[['new29-39_8.jpg.bmp', '8', 0.9634]]
[['new29-44_8.jpg.bmp', '8', 0.8459]]
[['new29-52_8.jpg.bmp', '14', 0.9121]]
[['new29-58_8.jpg.bmp', '14', 0.6498]]
[['new29-59_8.jpg.bmp', '14', 0.7206]]
[['new29-60_8.jpg.bmp', '14', 0.6711]]
[['new29-69_8.jpg.bmp', '14', 0.8115]]
[['new29-70_8.jpg.bmp', '14', 0.88]]
[['new29-73_8.jpg.bmp', '8', 0.9991]]
[['new29-74_8.jpg.bmp', '8', 0.5284]]
[['new29-8_8.jpg.bmp', '8', 0.7231]]
[['new29-9_8.jpg.bmp', '8', 0.7196]]
[['new3-15_11.jpg.bmp', '11', 0.9831]]
[['new3-20_11.jpg.bmp', '11', 0.9826]]
[['new3-24_11.jpg.bmp', '11', 0.974]]
[['new3-25_11.jpg.bmp', '11', 0.9212]]
[['new3-28_11.jpg.bmp', '11', 0.9923]]
[['new3-36_11.jpg.bmp', '11', 0.979]]
[['new3-45_11.jpg.bmp', '11', 0.9447]]
[['new3-48_11.jpg.bmp', '11', 0.8686]]
[['new3-50_11.jpg.bmp', '11', 0.9777]]
[['new3-60_11.jpg.bmp', '11', 0.9817]]
[['new3-74_11.jpg.bmp', '11', 0.956]]
[['new3-76_11.jpg.bmp', '11', 0.9679]]
[['new30-27_9.jpg.bmp', '5', 0.6855]]
[['new30-28_9.jpg.bmp', '5', 0.8683]]
[['new30-29_9.jpg.bmp', '9', 0.764]]
[['new30-35_9.jpg.bmp', '5', 0.7371]]
[['new30-36_9.jpg.bmp', '5', 0.9226]]
[['new30-52_9.jpg.bmp', '5', 0.8512]]
[['new30-59_9.jpg.bmp', '5', 0.6082]]
[['new30-65_9.jpg.bmp', '9', 0.7652]]
[['new30-7_9.jpg.bmp', '5', 0.4899]]
[['new31-10_9.jpg.bmp', '9', 0.993]]
[['new31-11_9.jpg.bmp', '9', 0.9528]]
[['new31-16_9.jpg.bmp', '9', 0.9953]]
[['new31-26_9.jpg.bmp', '9', 0.9974]]
[['new31-2_9.jpg.bmp', '9', 0.9964]]
[['new31-30_9.jpg.bmp', '9', 0.9953]]
[['new31-31_9.jpg.bmp', '9', 0.9888]]
[['new31-32_9.jpg.bmp', '9', 0.9915]]
[['new31-35_9.jpg.bmp', '9', 0.9983]]
[['new31-39_9.jpg.bmp', '9', 0.9969]]
[['new31-40_9.jpg.bmp', '9', 0.9968]]
[['new31-43_9.jpg.bmp', '9', 0.9964]]
[['new31-48_9.jpg.bmp', '9', 0.9966]]
[['new31-52_9.jpg.bmp', '9', 0.9935]]
[['new31-56_9.jpg.bmp', '9', 0.9962]]
[['new31-58_9.jpg.bmp', '9', 0.9969]]
[['new31-62_9.jpg.bmp', '9', 0.9961]]
[['new31-65_9.jpg.bmp', '9', 0.9991]]
[['new31-67_9.jpg.bmp', '9', 0.9903]]
[['new31-69_9.jpg.bmp', '9', 0.9786]]
[['new31-71_9.jpg.bmp', '9', 0.9895]]
[['new31-72_9.jpg.bmp', '9', 0.9855]]
[['new32-16_9.jpg.bmp', '9', 0.9993]]
[['new32-18_9.jpg.bmp', '9', 0.9954]]
[['new32-20_9.jpg.bmp', '9', 0.9878]]
[['new32-23_9.jpg.bmp', '9', 0.997]]
[['new32-30_9.jpg.bmp', '9', 0.991]]
[['new32-38_9.jpg.bmp', '9', 0.9974]]
[['new32-39_9.jpg.bmp', '9', 0.988]]
[['new32-3_9.jpg.bmp', '9', 0.9995]]
[['new32-42_9.jpg.bmp', '9', 0.9973]]
[['new32-48_9.jpg.bmp', '9', 0.9899]]
[['new32-63_9.jpg.bmp', '9', 0.793]]
[['new32-64_9.jpg.bmp', '9', 0.7258]]
[['new32-65_9.jpg.bmp', '9', 0.8693]]
[['new32-66_9.jpg.bmp', '9', 0.9772]]
[['new33-14_9.jpg.bmp', '9', 0.5551]]
[['new33-25_9.jpg.bmp', '1', 0.7778]]
[['new33-27_9.jpg.bmp', '1', 0.5556]]
[['new33-29_9.jpg.bmp', '1', 0.978]]
[['new33-31_9.jpg.bmp', '1', 0.9035]]
[['new33-33_9.jpg.bmp', '1', 0.9691]]
[['new33-34_9.jpg.bmp', '1', 0.9895]]
[['new33-35_9.jpg.bmp', '1', 0.8607]]
[['new33-36_9.jpg.bmp', '1', 0.5102]]
[['new33-42_9.jpg.bmp', '1', 0.6715]]
[['new33-49_9.jpg.bmp', '9', 0.5688]]
[['new33-4_9.jpg.bmp', '1', 0.8793]]
[['new33-58_9.jpg.bmp', '1', 0.5116]]
[['new33-5_9.jpg.bmp', '1', 0.8687]]
[['new33-65_9.jpg.bmp', '1', 0.6863]]
[['new33-67_9.jpg.bmp', '1', 0.9356]]
[['new4-11_12.jpg.bmp', '12', 0.9965]]
[['new4-14_12.jpg.bmp', '12', 0.9942]]
[['new4-16_12.jpg.bmp', '12', 0.9946]]
[['new4-20_12.jpg.bmp', '12', 0.9914]]
[['new4-23_12.jpg.bmp', '12', 0.991]]
[['new4-26_12.jpg.bmp', '12', 0.9866]]
[['new4-28_12.jpg.bmp', '12', 0.9906]]
[['new4-30_12.jpg.bmp', '12', 0.999]]
[['new4-32_12.jpg.bmp', '12', 0.9983]]
[['new4-36_12.jpg.bmp', '12', 0.9951]]
[['new4-3_12.jpg.bmp', '12', 0.9893]]
[['new4-43_12.jpg.bmp', '12', 0.9914]]
[['new4-46_12.jpg.bmp', '12', 0.9996]]
[['new4-4_12.jpg.bmp', '12', 0.987]]
[['new4-54_12.jpg.bmp', '12', 0.999]]
[['new4-55_12.jpg.bmp', '12', 0.9968]]
[['new4-64_12.jpg.bmp', '12', 0.9968]]
[['new4-66_12.jpg.bmp', '12', 0.9976]]
[['new4-71_12.jpg.bmp', '12', 0.9953]]
[['new5-1_12.jpg.bmp', '12', 0.9753]]
[['new5-24_12.jpg.bmp', '12', 0.7316]]
[['new5-27_12.jpg.bmp', '12', 0.4921]]
[['new5-30_12.jpg.bmp', '12', 0.8938]]
[['new5-38_12.jpg.bmp', '12', 0.6889]]
[['new5-42_12.jpg.bmp', '12', 0.8269]]
[['new5-51_12.jpg.bmp', '12', 0.9576]]
[['new5-58_12.jpg.bmp', '12', 0.957]]
[['new5-63_12.jpg.bmp', '12', 0.9201]]
[['new5-6_12.jpg.bmp', '12', 0.9987]]
[['new5-72_12.jpg.bmp', '12', 0.9926]]
[['new5-77_12.jpg.bmp', '12', 0.9655]]
[['new6-15_13.jpg.bmp', '13', 0.7794]]
[['new6-20_13.jpg.bmp', '13', 0.9915]]
[['new6-28_13.jpg.bmp', '13', 0.988]]
[['new6-30_13.jpg.bmp', '13', 0.9987]]
[['new6-34_13.jpg.bmp', '13', 0.987]]
[['new6-38_13.jpg.bmp', '13', 0.995]]
[['new6-41_13.jpg.bmp', '13', 0.9955]]
[['new6-42_13.jpg.bmp', '13', 0.9946]]
[['new6-46_13.jpg.bmp', '13', 0.9947]]
[['new6-54_13.jpg.bmp', '13', 0.9964]]
[['new6-59_13.jpg.bmp', '13', 0.9493]]
[['new6-63_13.jpg.bmp', '13', 0.994]]
[['new6-64_13.jpg.bmp', '8', 0.8703]]
[['new6-66_13.jpg.bmp', '13', 0.7599]]
[['new6-70_13.jpg.bmp', '13', 0.9865]]
[['new6-72_13.jpg.bmp', '1', 0.5226]]
[['new6-74_13.jpg.bmp', '13', 0.7756]]
[['new6-7_13.jpg.bmp', '13', 0.9534]]
[['new7-25_14.jpg.bmp', '14', 0.9916]]
[['new7-35_14.jpg.bmp', '14', 0.9719]]
[['new7-40_14.jpg.bmp', '14', 0.801]]
[['new7-41_14.jpg.bmp', '14', 0.7316]]
[['new7-42_14.jpg.bmp', '14', 0.5887]]
[['new7-45_14.jpg.bmp', '14', 0.7697]]
[['new7-50_14.jpg.bmp', '14', 0.7895]]
[['new7-58_14.jpg.bmp', '14', 0.7204]]
[['new7-68_14.jpg.bmp', '14', 0.9648]]
[['new7-70_14.jpg.bmp', '14', 0.9926]]
[['new8-15_14.jpg.bmp', '14', 0.9957]]
[['new8-16_14.jpg.bmp', '14', 0.9995]]
[['new8-25_14.jpg.bmp', '14', 0.982]]
[['new8-26_14.jpg.bmp', '14', 0.9346]]
[['new8-31_14.jpg.bmp', '12', 0.6471]]
[['new8-33_14.jpg.bmp', '14', 0.9704]]
[['new8-36_14.jpg.bmp', '12', 0.7843]]
[['new8-45_14.jpg.bmp', '14', 1.0]]
[['new8-47_14.jpg.bmp', '14', 0.9998]]
[['new8-52_14.jpg.bmp', '14', 0.8459]]
[['new8-54_14.jpg.bmp', '14', 0.8526]]
[['new8-72_14.jpg.bmp', '14', 0.9992]]
[['new8-73_14.jpg.bmp', '14', 0.9975]]
[['new8-77_14.jpg.bmp', '14', 0.9854]]
[['new9-10_14.jpg.bmp', '14', 0.9718]]
[['new9-13_14.jpg.bmp', '14', 0.9632]]
[['new9-15_14.jpg.bmp', '14', 1.0]]
[['new9-1_14.jpg.bmp', '14', 0.7246]]
[['new9-20_14.jpg.bmp', '14', 0.9967]]
[['new9-22_14.jpg.bmp', '14', 0.995]]
[['new9-23_14.jpg.bmp', '14', 0.9744]]
[['new9-25_14.jpg.bmp', '14', 0.7837]]
[['new9-28_14.jpg.bmp', '14', 0.6142]]
[['new9-34_14.jpg.bmp', '14', 0.795]]
[['new9-35_14.jpg.bmp', '14', 0.5524]]
[['new9-42_14.jpg.bmp', '14', 0.84]]
[['new9-44_14.jpg.bmp', '14', 1.0]]
[['new9-51_14.jpg.bmp', '14', 0.9892]]
[['new9-54_14.jpg.bmp', '14', 1.0]]
[['new9-62_14.jpg.bmp', '14', 0.9251]]
[['new9-70_14.jpg.bmp', '14', 0.9827]]
[['new9-74_14.jpg.bmp', '14', 0.7467]]
[['new9-77_14.jpg.bmp', '14', 1.0]]
[['new9-7_14.jpg.bmp', '14', 0.5371]]
[['new9-8_14.jpg.bmp', '14', 0.9648]]
