[['new1-14_10.jpg.bmp', '10', 0.5019]]
[['new11-41_1.jpg.bmp', '1', 1.0]]
[['new11-44_1.jpg.bmp', '1', 0.9733]]
[['new11-4_1.jpg.bmp', '1', 0.9997]]
[['new11-53_1.jpg.bmp', '1', 1.0]]
[['new11-57_1.jpg.bmp', '1', 0.9497]]
[['new11-58_1.jpg.bmp', '1', 0.9271]]
[['new11-61_1.jpg.bmp', '1', 0.973]]
[['new11-65_1.jpg.bmp', '1', 0.9999]]
[['new11-68_1.jpg.bmp', '1', 0.9997]]
[['new11-69_1.jpg.bmp', '1', 0.9998]]
[['new11-75_1.jpg.bmp', '1', 1.0]]
[['new11-77_1.jpg.bmp', '1', 0.9979]]
[['new11-7_1.jpg.bmp', '1', 0.9991]]
[['new12-17_1.jpg.bmp', '1', 0.9989]]
[['new12-26_1.jpg.bmp', '1', 0.9967]]
[['new12-27_1.jpg.bmp', '1', 0.9949]]
[['new12-2_1.jpg.bmp', '1', 1.0]]
[['new12-31_1.jpg.bmp', '1', 0.9998]]
[['new12-34_1.jpg.bmp', '1', 0.995]]
[['new12-39_1.jpg.bmp', '1', 0.981]]
[['new12-46_1.jpg.bmp', '1', 0.9431]]
[['new12-4_1.jpg.bmp', '1', 0.9995]]
[['new12-51_1.jpg.bmp', '1', 0.9977]]
[['new12-73_1.jpg.bmp', '1', 0.9935]]
[['new12-8_1.jpg.bmp', '1', 0.9989]]
[['new13-11_1.jpg.bmp', '1', 0.9998]]
[['new13-13_1.jpg.bmp', '1', 0.9995]]
[['new13-18_1.jpg.bmp', '1', 0.9997]]
[['new13-23_1.jpg.bmp', '1', 0.9999]]
[['new13-25_1.jpg.bmp', '1', 0.9996]]
[['new13-37_1.jpg.bmp', '1', 0.9995]]
[['new13-39_1.jpg.bmp', '1', 0.9999]]
[['new13-51_1.jpg.bmp', '1', 0.9971]]
[['new13-52_1.jpg.bmp', '1', 0.9946]]
[['new13-68_1.jpg.bmp', '1', 0.9983]]
[['new13-69_1.jpg.bmp', '1', 0.9954]]
[['new13-73_1.jpg.bmp', '1', 0.9995]]
[['new13-75_1.jpg.bmp', '1', 0.9999]]
[['new13-9_1.jpg.bmp', '1', 0.9716]]
[['new14-19_2.jpg.bmp', '2', 0.9596]]
[['new14-21_2.jpg.bmp', '1', 0.5289]]
[['new14-22_2.jpg.bmp', '2', 0.8641]]
[['new14-26_2.jpg.bmp', '2', 0.952]]
[['new14-30_2.jpg.bmp', '2', 0.983]]
[['new14-39_2.jpg.bmp', '2', 0.9449]]
[['new14-40_2.jpg.bmp', '2', 0.9552]]
[['new14-43_2.jpg.bmp', '2', 0.8223]]
[['new14-47_2.jpg.bmp', '2', 0.9862]]
[['new14-55_2.jpg.bmp', '2', 0.9697]]
[['new14-56_2.jpg.bmp', '2', 0.9405]]
[['new14-62_2.jpg.bmp', '2', 0.9865]]
[['new14-66_2.jpg.bmp', '2', 0.9868]]
[['new14-6_2.jpg.bmp', '2', 0.9878]]
[['new14-8_2.jpg.bmp', '2', 0.9351]]
[['new19-29_4.jpg.bmp', '4', 0.9998]]
[['new19-34_4.jpg.bmp', '4', 0.9998]]
[['new19-35_4.jpg.bmp', '4', 0.9996]]
[['new19-36_4.jpg.bmp', '4', 0.9999]]
[['new19-47_4.jpg.bmp', '4', 0.9986]]
[['new19-48_4.jpg.bmp', '4', 0.9979]]
[['new19-50_4.jpg.bmp', '4', 0.9999]]
[['new19-56_4.jpg.bmp', '4', 0.9998]]
[['new19-60_4.jpg.bmp', '4', 0.9994]]
[['new19-62_4.jpg.bmp', '4', 0.9903]]
[['new19-66_4.jpg.bmp', '4', 0.9992]]
[['new19-67_4.jpg.bmp', '4', 0.9946]]
[['new19-73_4.jpg.bmp', '4', 0.9994]]
[['new19-74_4.jpg.bmp', '4', 0.997]]
[['new2-10_11.jpg.bmp', '11', 0.9966]]
[['new2-16_11.jpg.bmp', '11', 0.9961]]
[['new2-19_11.jpg.bmp', '11', 0.9319]]
[['new2-20_11.jpg.bmp', '11', 0.9599]]
[['new2-21_11.jpg.bmp', '11', 0.9702]]
[['new2-22_11.jpg.bmp', '11', 0.9982]]
[['new2-31_11.jpg.bmp', '11', 0.9964]]
[['new2-33_11.jpg.bmp', '11', 0.9992]]
[['new2-34_11.jpg.bmp', '11', 0.9975]]
[['new2-37_11.jpg.bmp', '11', 0.9997]]
[['new2-38_11.jpg.bmp', '11', 0.9949]]
[['new2-3_11.jpg.bmp', '11', 0.9959]]
[['new2-45_11.jpg.bmp', '11', 0.9995]]
[['new2-49_11.jpg.bmp', '11', 0.9998]]
[['new2-4_11.jpg.bmp', '11', 0.981]]
[['new2-64_11.jpg.bmp', '11', 0.9801]]
[['new2-6_11.jpg.bmp', '11', 0.9895]]
[['new2-70_11.jpg.bmp', '11', 0.9983]]
[['new20-17_4.jpg.bmp', '4', 0.9999]]
[['new20-20_4.jpg.bmp', '4', 0.9997]]
[['new20-24_4.jpg.bmp', '4', 0.9997]]
[['new20-26_4.jpg.bmp', '4', 0.9998]]
[['new20-27_4.jpg.bmp', '4', 0.9997]]
[['new20-37_4.jpg.bmp', '4', 0.9999]]
[['new20-53_4.jpg.bmp', '4', 0.9998]]
[['new20-58_4.jpg.bmp', '4', 0.9998]]
[['new20-61_4.jpg.bmp', '4', 0.9996]]
[['new20-65_4.jpg.bmp', '4', 0.9999]]
[['new20-69_4.jpg.bmp', '4', 0.9999]]
[['new20-77_4.jpg.bmp', '4', 0.9999]]
[['new21-10_4.jpg.bmp', '4', 0.998]]
[['new21-22_4.jpg.bmp', '1', 0.8111]]
[['new21-23_4.jpg.bmp', '4', 0.5641]]
[['new21-43_4.jpg.bmp', '4', 0.7336]]
[['new21-51_4.jpg.bmp', '4', 0.5506]]
[['new21-53_4.jpg.bmp', '4', 0.9957]]
[['new21-55_4.jpg.bmp', '4', 0.9953]]
[['new21-57_4.jpg.bmp', '1', 0.9817]]
[['new21-8_4.jpg.bmp', '4', 0.5608]]
[['new26-13_7.jpg.bmp', '2', 0.6602]]
[['new26-23_7.jpg.bmp', '7', 0.9574]]
[['new26-29_7.jpg.bmp', '7', 0.922]]
[['new26-34_7.jpg.bmp', '7', 0.8088]]
[['new26-43_7.jpg.bmp', '7', 0.7056]]
[['new26-52_7.jpg.bmp', '7', 0.9463]]
[['new26-54_7.jpg.bmp', '7', 0.8666]]
[['new26-55_7.jpg.bmp', '7', 0.9647]]
[['new26-57_7.jpg.bmp', '7', 0.9861]]
[['new26-60_7.jpg.bmp', '7', 0.9866]]
[['new26-67_7.jpg.bmp', '7', 0.984]]
[['new26-69_7.jpg.bmp', '7', 0.9911]]
[['new26-72_7.jpg.bmp', '7', 0.6611]]
[['new26-73_7.jpg.bmp', '7', 0.9631]]
[['new26-9_7.jpg.bmp', '7', 0.9681]]
[['new27-14_8.jpg.bmp', '8', 0.7604]]
[['new27-17_8.jpg.bmp', '8', 0.67]]
[['new27-18_8.jpg.bmp', '8', 0.4552]]
[['new27-20_8.jpg.bmp', '8', 0.9041]]
[['new27-28_8.jpg.bmp', '8', 0.9396]]
[['new27-29_8.jpg.bmp', '8', 0.9084]]
[['new27-36_8.jpg.bmp', '8', 0.9935]]
[['new27-38_8.jpg.bmp', '8', 0.7269]]
[['new27-39_8.jpg.bmp', '1', 0.7653]]
[['new27-3_8.jpg.bmp', '8', 0.9925]]
[['new27-41_8.jpg.bmp', '8', 0.813]]
[['new27-44_8.jpg.bmp', '8', 0.8122]]
[['new27-45_8.jpg.bmp', '8', 0.9847]]
[['new27-46_8.jpg.bmp', '8', 0.9394]]
[['new27-4_8.jpg.bmp', '8', 0.9833]]
[['new27-54_8.jpg.bmp', '8', 0.7972]]
[['new27-62_8.jpg.bmp', '8', 0.9067]]
[['new27-72_8.jpg.bmp', '8', 0.9953]]
[['new28-15_8.jpg.bmp', '8', 0.8187]]
[['new28-16_8.jpg.bmp', '8', 0.9926]]
[['new28-19_8.jpg.bmp', '8', 0.992]]
[['new28-27_8.jpg.bmp', '8', 0.9965]]
[['new28-34_8.jpg.bmp', '8', 0.9976]]
[['new28-4_8.jpg.bmp', '8', 0.8853]]
[['new28-51_8.jpg.bmp', '8', 0.9881]]
[['new28-57_8.jpg.bmp', '8', 0.995]]
[['new28-58_8.jpg.bmp', '8', 0.9841]]
[['new28-59_8.jpg.bmp', '8', 0.986]]
[['new28-5_8.jpg.bmp', '8', 0.6408]]
[['new28-69_8.jpg.bmp', '8', 0.8785]]
[['new28-72_8.jpg.bmp', '8', 0.9449]]
[['new28-77_8.jpg.bmp', '1', 0.5292]]
[['new28-7_8.jpg.bmp', '1', 0.9979]]
[['new29-17_8.jpg.bmp', '8', 0.9883]]
[['new29-19_8.jpg.bmp', '8', 0.9921]]
[['new29-21_8.jpg.bmp', '8', 0.9552]]
[['new29-22_8.jpg.bmp', '8', 0.9139]]
[['new29-24_8.jpg.bmp', '8', 0.9759]]
[['new29-26_8.jpg.bmp', '8', 0.9834]]
[['new29-31_8.jpg.bmp', '8', 0.9864]]
[['new29-42_8.jpg.bmp', '8', 0.8501]]
[['new29-43_8.jpg.bmp', '8', 0.9467]]
[['new29-45_8.jpg.bmp', '8', 0.9882]]
[['new29-4_8.jpg.bmp', '8', 0.9964]]
[['new29-51_8.jpg.bmp', '8', 0.9947]]
[['new29-52_8.jpg.bmp', '8', 0.9987]]
[['new29-58_8.jpg.bmp', '8', 0.9971]]
[['new29-61_8.jpg.bmp', '8', 0.9908]]
[['new29-63_8.jpg.bmp', '8', 0.9489]]
[['new29-76_8.jpg.bmp', '8', 0.9067]]
[['new3-15_11.jpg.bmp', '11', 0.9988]]
[['new3-16_11.jpg.bmp', '11', 0.9996]]
[['new3-1_11.jpg.bmp', '11', 0.9982]]
[['new3-20_11.jpg.bmp', '11', 0.9998]]
[['new3-24_11.jpg.bmp', '11', 0.9999]]
[['new3-28_11.jpg.bmp', '11', 0.9924]]
[['new3-29_11.jpg.bmp', '11', 0.9999]]
[['new3-31_11.jpg.bmp', '11', 0.9994]]
[['new3-35_11.jpg.bmp', '11', 0.9983]]
[['new3-37_11.jpg.bmp', '11', 0.9997]]
[['new3-43_11.jpg.bmp', '11', 1.0]]
[['new3-44_11.jpg.bmp', '11', 0.9999]]
[['new3-50_11.jpg.bmp', '11', 1.0]]
[['new3-55_11.jpg.bmp', '11', 0.9983]]
[['new3-56_11.jpg.bmp', '11', 0.9997]]
[['new3-5_11.jpg.bmp', '11', 0.9994]]
[['new3-61_11.jpg.bmp', '11', 0.9997]]
[['new3-63_11.jpg.bmp', '11', 0.9948]]
[['new3-68_11.jpg.bmp', '11', 1.0]]
[['new3-69_11.jpg.bmp', '11', 0.9949]]
[['new3-72_11.jpg.bmp', '11', 0.9999]]
[['new3-74_11.jpg.bmp', '11', 0.9999]]
[['new3-9_11.jpg.bmp', '11', 0.9953]]
