[['new1-15_10.jpg.bmp', '10', 0.5092]]
[['new19-4_4.jpg.bmp', '4', 0.9997]]
[['new19-53_4.jpg.bmp', '4', 0.9992]]
[['new19-62_4.jpg.bmp', '4', 0.9969]]
[['new19-67_4.jpg.bmp', '4', 0.9997]]
[['new19-73_4.jpg.bmp', '4', 0.9982]]
[['new19-9_4.jpg.bmp', '4', 0.9998]]
[['new2-14_11.jpg.bmp', '11', 0.9999]]
[['new2-17_11.jpg.bmp', '11', 0.9992]]
[['new2-18_11.jpg.bmp', '11', 0.9365]]
[['new2-1_11.jpg.bmp', '11', 0.993]]
[['new2-22_11.jpg.bmp', '11', 0.9955]]
[['new2-23_11.jpg.bmp', '11', 0.8355]]
[['new2-26_11.jpg.bmp', '11', 0.8092]]
[['new2-29_11.jpg.bmp', '11', 0.9998]]
[['new2-30_11.jpg.bmp', '11', 0.9637]]
[['new2-36_11.jpg.bmp', '11', 0.9922]]
[['new2-41_11.jpg.bmp', '11', 0.851]]
[['new2-42_11.jpg.bmp', '11', 0.9494]]
[['new2-45_11.jpg.bmp', '11', 0.9301]]
[['new2-49_11.jpg.bmp', '11', 0.9982]]
[['new2-55_11.jpg.bmp', '11', 0.9987]]
[['new2-57_11.jpg.bmp', '11', 0.9984]]
[['new2-60_11.jpg.bmp', '11', 0.8108]]
[['new2-61_11.jpg.bmp', '11', 0.7022]]
[['new2-65_11.jpg.bmp', '11', 0.9809]]
[['new2-75_11.jpg.bmp', '11', 0.9353]]
[['new2-77_11.jpg.bmp', '11', 0.949]]
[['new20-11_4.jpg.bmp', '4', 0.9993]]
[['new20-14_4.jpg.bmp', '4', 0.9766]]
[['new20-17_4.jpg.bmp', '4', 0.9199]]
[['new20-1_4.jpg.bmp', '4', 0.9989]]
[['new20-20_4.jpg.bmp', '4', 0.9958]]
[['new20-23_4.jpg.bmp', '4', 0.9955]]
[['new20-28_4.jpg.bmp', '4', 0.999]]
[['new20-39_4.jpg.bmp', '4', 0.993]]
[['new20-51_4.jpg.bmp', '4', 0.9509]]
[['new20-59_4.jpg.bmp', '4', 0.9998]]
[['new20-64_4.jpg.bmp', '4', 0.9998]]
[['new20-67_4.jpg.bmp', '4', 0.9999]]
[['new20-6_4.jpg.bmp', '4', 0.9906]]
[['new20-74_4.jpg.bmp', '4', 0.9267]]
[['new20-76_4.jpg.bmp', '4', 0.867]]
[['new21-14_4.jpg.bmp', '4', 0.9998]]
[['new21-1_4.jpg.bmp', '4', 0.8205]]
[['new21-23_4.jpg.bmp', '4', 0.9989]]
[['new21-24_4.jpg.bmp', '4', 0.9995]]
[['new21-30_4.jpg.bmp', '4', 0.9986]]
[['new21-39_4.jpg.bmp', '4', 0.9998]]
[['new21-3_4.jpg.bmp', '4', 0.841]]
[['new21-42_4.jpg.bmp', '4', 0.9991]]
[['new21-4_4.jpg.bmp', '4', 0.9928]]
[['new21-53_4.jpg.bmp', '4', 0.9994]]
[['new21-54_4.jpg.bmp', '4', 0.9994]]
[['new21-58_4.jpg.bmp', '4', 0.9991]]
[['new21-5_4.jpg.bmp', '4', 0.9921]]
[['new21-71_4.jpg.bmp', '4', 0.9986]]
[['new21-76_4.jpg.bmp', '4', 0.9988]]
[['new26-10_7.jpg.bmp', '7', 0.9433]]
[['new26-14_7.jpg.bmp', '7', 0.934]]
[['new26-17_7.jpg.bmp', '7', 0.9563]]
[['new26-18_7.jpg.bmp', '7', 0.9342]]
[['new26-35_7.jpg.bmp', '7', 0.9394]]
[['new26-37_7.jpg.bmp', '7', 0.7546]]
[['new26-38_7.jpg.bmp', '7', 0.8324]]
[['new26-45_7.jpg.bmp', '7', 0.838]]
[['new26-4_7.jpg.bmp', '7', 0.8521]]
[['new26-50_7.jpg.bmp', '7', 0.9512]]
[['new26-54_7.jpg.bmp', '7', 0.9599]]
[['new26-55_7.jpg.bmp', '7', 0.9678]]
[['new26-63_7.jpg.bmp', '7', 0.7294]]
[['new26-69_7.jpg.bmp', '7', 0.8244]]
[['new26-72_7.jpg.bmp', '7', 0.5845]]
[['new26-9_7.jpg.bmp', '7', 0.8756]]
[['new27-25_8.jpg.bmp', '8', 0.9392]]
[['new27-26_8.jpg.bmp', '8', 0.9967]]
[['new27-2_8.jpg.bmp', '8', 0.9213]]
[['new27-30_8.jpg.bmp', '8', 0.7833]]
[['new27-32_8.jpg.bmp', '8', 0.7827]]
[['new27-34_8.jpg.bmp', '8', 0.9504]]
[['new27-40_8.jpg.bmp', '8', 0.9868]]
[['new27-42_8.jpg.bmp', '8', 0.8959]]
[['new27-51_8.jpg.bmp', '1', 0.4319]]
[['new27-58_8.jpg.bmp', '8', 0.9994]]
[['new27-5_8.jpg.bmp', '8', 0.9759]]
[['new27-6_8.jpg.bmp', '8', 0.9758]]
[['new27-75_8.jpg.bmp', '8', 0.8654]]
[['new28-10_8.jpg.bmp', '8', 0.9931]]
[['new28-13_8.jpg.bmp', '8', 0.9641]]
[['new28-18_8.jpg.bmp', '8', 0.9976]]
[['new28-19_8.jpg.bmp', '8', 0.9945]]
[['new28-25_8.jpg.bmp', '8', 0.999]]
[['new28-28_8.jpg.bmp', '8', 0.8168]]
[['new28-33_8.jpg.bmp', '8', 0.9975]]
[['new28-36_8.jpg.bmp', '8', 0.9956]]
[['new28-42_8.jpg.bmp', '8', 0.9979]]
[['new28-44_8.jpg.bmp', '8', 0.9523]]
[['new28-46_8.jpg.bmp', '8', 0.7082]]
[['new28-49_8.jpg.bmp', '8', 0.4057]]
[['new28-51_8.jpg.bmp', '8', 0.992]]
[['new28-64_8.jpg.bmp', '8', 0.9859]]
[['new28-66_8.jpg.bmp', '8', 0.9944]]
[['new28-67_8.jpg.bmp', '8', 0.996]]
[['new28-69_8.jpg.bmp', '8', 0.9981]]
[['new28-74_8.jpg.bmp', '8', 0.9984]]
[['new29-14_8.jpg.bmp', '8', 0.9874]]
[['new29-17_8.jpg.bmp', '8', 0.9999]]
[['new29-29_8.jpg.bmp', '8', 0.9428]]
[['new29-30_8.jpg.bmp', '8', 0.9376]]
[['new29-36_8.jpg.bmp', '8', 0.8817]]
[['new29-37_8.jpg.bmp', '8', 0.9973]]
[['new29-39_8.jpg.bmp', '8', 0.9991]]
[['new29-44_8.jpg.bmp', '8', 0.9637]]
[['new29-52_8.jpg.bmp', '8', 0.8184]]
[['new29-58_8.jpg.bmp', '8', 0.9844]]
[['new29-59_8.jpg.bmp', '8', 0.915]]
[['new29-60_8.jpg.bmp', '8', 0.9993]]
[['new29-69_8.jpg.bmp', '8', 0.8289]]
[['new29-70_8.jpg.bmp', '8', 0.8568]]
[['new29-73_8.jpg.bmp', '8', 0.8968]]
[['new29-74_8.jpg.bmp', '8', 0.998]]
[['new29-8_8.jpg.bmp', '8', 0.9989]]
[['new29-9_8.jpg.bmp', '8', 0.999]]
[['new3-15_11.jpg.bmp', '11', 0.9989]]
[['new3-20_11.jpg.bmp', '11', 0.9997]]
[['new3-24_11.jpg.bmp', '11', 0.9996]]
[['new3-25_11.jpg.bmp', '11', 0.9991]]
[['new3-28_11.jpg.bmp', '11', 0.9995]]
[['new3-36_11.jpg.bmp', '11', 0.9997]]
[['new3-45_11.jpg.bmp', '11', 0.9988]]
[['new3-48_11.jpg.bmp', '11', 0.9994]]
[['new3-50_11.jpg.bmp', '11', 0.9975]]
[['new3-60_11.jpg.bmp', '11', 0.9957]]
[['new3-74_11.jpg.bmp', '11', 0.9979]]
[['new3-76_11.jpg.bmp', '11', 0.998]]
