[['new1-14_10.jpg.bmp', '1', 0.642]]
[['new12-2_1.jpg.bmp', '1', 0.9998]]
[['new12-31_1.jpg.bmp', '1', 1.0]]
[['new12-34_1.jpg.bmp', '1', 0.9524]]
[['new12-39_1.jpg.bmp', '1', 1.0]]
[['new12-46_1.jpg.bmp', '1', 0.9999]]
[['new12-4_1.jpg.bmp', '1', 0.9994]]
[['new12-51_1.jpg.bmp', '1', 0.9273]]
[['new12-73_1.jpg.bmp', '1', 0.9997]]
[['new12-8_1.jpg.bmp', '1', 0.9997]]
[['new13-11_1.jpg.bmp', '1', 0.9999]]
[['new13-13_1.jpg.bmp', '1', 0.9998]]
[['new13-18_1.jpg.bmp', '1', 0.9998]]
[['new13-23_1.jpg.bmp', '1', 0.9991]]
[['new13-25_1.jpg.bmp', '1', 0.9989]]
[['new13-37_1.jpg.bmp', '1', 0.9996]]
[['new13-39_1.jpg.bmp', '1', 0.97]]
[['new13-51_1.jpg.bmp', '1', 1.0]]
[['new13-52_1.jpg.bmp', '1', 0.9997]]
[['new13-68_1.jpg.bmp', '1', 0.9997]]
[['new13-69_1.jpg.bmp', '1', 0.9977]]
[['new13-73_1.jpg.bmp', '1', 0.8395]]
[['new13-75_1.jpg.bmp', '1', 0.9975]]
[['new13-9_1.jpg.bmp', '1', 1.0]]
[['new14-19_2.jpg.bmp', '2', 0.9937]]
[['new14-21_2.jpg.bmp', '2', 0.8]]
[['new14-22_2.jpg.bmp', '2', 0.5197]]
[['new14-26_2.jpg.bmp', '2', 0.9829]]
[['new14-30_2.jpg.bmp', '2', 0.5977]]
[['new14-39_2.jpg.bmp', '2', 0.9436]]
[['new14-40_2.jpg.bmp', '2', 0.8425]]
[['new14-43_2.jpg.bmp', '2', 0.6864]]
[['new14-47_2.jpg.bmp', '2', 0.9938]]
[['new14-55_2.jpg.bmp', '2', 0.7379]]
[['new14-56_2.jpg.bmp', '2', 0.9245]]
[['new14-62_2.jpg.bmp', '2', 0.9404]]
[['new14-66_2.jpg.bmp', '2', 0.9942]]
[['new14-6_2.jpg.bmp', '2', 0.9882]]
[['new14-8_2.jpg.bmp', '2', 0.9966]]
[['new15-12_3.jpg.bmp', '3', 0.9997]]
[['new15-24_3.jpg.bmp', '3', 0.9982]]
[['new15-37_3.jpg.bmp', '3', 0.9951]]
[['new15-42_3.jpg.bmp', '4', 0.7052]]
[['new15-45_3.jpg.bmp', '3', 0.9921]]
[['new15-46_3.jpg.bmp', '3', 0.9314]]
[['new15-57_3.jpg.bmp', '3', 0.6143]]
[['new15-60_3.jpg.bmp', '3', 0.5323]]
[['new15-62_3.jpg.bmp', '4', 0.9571]]
[['new15-65_3.jpg.bmp', '3', 0.638]]
[['new15-66_3.jpg.bmp', '3', 0.5789]]
[['new15-69_3.jpg.bmp', '4', 0.5657]]
[['new15-6_3.jpg.bmp', '3', 0.9758]]
[['new15-74_3.jpg.bmp', '4', 0.584]]
[['new15-7_3.jpg.bmp', '3', 0.7972]]
[['new15-8_3.jpg.bmp', '3', 0.9983]]
[['new16-16_3.jpg.bmp', '3', 0.9996]]
[['new16-18_3.jpg.bmp', '3', 0.9995]]
[['new16-34_3.jpg.bmp', '3', 0.9989]]
[['new16-36_3.jpg.bmp', '3', 0.9955]]
[['new16-37_3.jpg.bmp', '3', 0.9983]]
[['new16-39_3.jpg.bmp', '3', 0.9989]]
[['new16-41_3.jpg.bmp', '3', 0.9974]]
[['new16-43_3.jpg.bmp', '3', 0.9979]]
[['new16-45_3.jpg.bmp', '3', 0.9995]]
[['new16-46_3.jpg.bmp', '3', 0.9991]]
[['new16-49_3.jpg.bmp', '3', 0.9881]]
[['new16-4_3.jpg.bmp', '3', 0.9989]]
[['new16-51_3.jpg.bmp', '3', 0.9994]]
[['new16-52_3.jpg.bmp', '3', 0.9989]]
[['new16-68_3.jpg.bmp', '3', 0.9981]]
[['new16-70_3.jpg.bmp', '3', 0.9969]]
[['new16-73_3.jpg.bmp', '3', 0.9991]]
[['new16-74_3.jpg.bmp', '3', 0.9916]]
[['new16-75_3.jpg.bmp', '3', 0.9823]]
[['new16-76_3.jpg.bmp', '3', 0.9946]]
[['new17-10_3.jpg.bmp', '3', 0.9988]]
[['new17-17_3.jpg.bmp', '3', 0.9994]]
[['new17-20_3.jpg.bmp', '3', 0.9972]]
[['new17-25_3.jpg.bmp', '3', 0.988]]
[['new17-26_3.jpg.bmp', '3', 0.9954]]
[['new17-45_3.jpg.bmp', '3', 0.9706]]
[['new17-56_3.jpg.bmp', '3', 0.9158]]
[['new17-60_3.jpg.bmp', '3', 0.7901]]
[['new17-66_3.jpg.bmp', '3', 0.8662]]
[['new17-75_3.jpg.bmp', '3', 0.998]]
[['new17-76_3.jpg.bmp', '3', 0.9968]]
[['new18-15_3.jpg.bmp', '3', 0.9999]]
[['new18-18_3.jpg.bmp', '3', 0.9999]]
[['new18-24_3.jpg.bmp', '3', 0.9992]]
[['new18-28_3.jpg.bmp', '3', 0.9947]]
[['new18-45_3.jpg.bmp', '3', 0.9869]]
[['new18-51_3.jpg.bmp', '3', 0.9976]]
[['new18-54_3.jpg.bmp', '3', 0.9967]]
[['new18-58_3.jpg.bmp', '3', 0.9995]]
[['new18-67_3.jpg.bmp', '3', 0.9942]]
[['new18-75_3.jpg.bmp', '3', 0.9944]]
[['new19-29_4.jpg.bmp', '4', 0.995]]
[['new19-34_4.jpg.bmp', '4', 0.9872]]
[['new19-35_4.jpg.bmp', '4', 0.982]]
[['new19-36_4.jpg.bmp', '4', 0.9917]]
[['new19-47_4.jpg.bmp', '4', 0.9979]]
[['new19-48_4.jpg.bmp', '4', 0.9993]]
[['new19-50_4.jpg.bmp', '4', 0.9895]]
[['new19-56_4.jpg.bmp', '4', 0.9997]]
[['new19-60_4.jpg.bmp', '4', 0.9964]]
[['new19-62_4.jpg.bmp', '4', 0.9926]]
[['new19-66_4.jpg.bmp', '4', 0.9982]]
[['new19-67_4.jpg.bmp', '4', 0.9919]]
[['new19-73_4.jpg.bmp', '4', 0.9962]]
[['new19-74_4.jpg.bmp', '4', 0.9796]]
[['new2-10_11.jpg.bmp', '2', 0.9782]]
[['new2-16_11.jpg.bmp', '2', 0.9807]]
[['new2-19_11.jpg.bmp', '2', 0.9939]]
[['new2-20_11.jpg.bmp', '2', 0.9717]]
[['new2-21_11.jpg.bmp', '2', 0.9821]]
[['new2-22_11.jpg.bmp', '2', 0.995]]
[['new2-31_11.jpg.bmp', '2', 0.9669]]
[['new2-33_11.jpg.bmp', '2', 0.9838]]
[['new2-34_11.jpg.bmp', '2', 0.97]]
[['new2-37_11.jpg.bmp', '2', 0.9597]]
[['new2-38_11.jpg.bmp', '2', 0.9287]]
[['new2-3_11.jpg.bmp', '2', 0.9915]]
[['new2-45_11.jpg.bmp', '2', 0.9104]]
[['new2-49_11.jpg.bmp', '2', 0.9256]]
[['new2-4_11.jpg.bmp', '2', 0.9896]]
[['new2-64_11.jpg.bmp', '2', 0.995]]
[['new2-6_11.jpg.bmp', '2', 0.9904]]
[['new2-70_11.jpg.bmp', '2', 0.9148]]
[['new20-17_4.jpg.bmp', '4', 0.9991]]
[['new20-20_4.jpg.bmp', '4', 0.9941]]
[['new20-24_4.jpg.bmp', '4', 0.9985]]
[['new20-26_4.jpg.bmp', '4', 0.9986]]
[['new20-27_4.jpg.bmp', '4', 0.9996]]
[['new20-37_4.jpg.bmp', '4', 0.9997]]
[['new20-53_4.jpg.bmp', '4', 0.9995]]
[['new20-58_4.jpg.bmp', '4', 0.996]]
[['new20-61_4.jpg.bmp', '4', 0.9993]]
[['new20-65_4.jpg.bmp', '4', 0.9996]]
[['new20-69_4.jpg.bmp', '4', 0.9988]]
[['new20-77_4.jpg.bmp', '4', 0.9948]]
[['new21-10_4.jpg.bmp', '4', 0.9846]]
[['new21-22_4.jpg.bmp', '4', 0.5688]]
[['new21-23_4.jpg.bmp', '4', 0.8055]]
[['new21-43_4.jpg.bmp', '4', 0.9055]]
[['new21-51_4.jpg.bmp', '1', 0.9287]]
[['new21-53_4.jpg.bmp', '1', 0.975]]
[['new21-55_4.jpg.bmp', '1', 0.8998]]
[['new21-57_4.jpg.bmp', '4', 0.89]]
[['new21-8_4.jpg.bmp', '4', 0.6564]]
[['new22-19_5.jpg.bmp', '5', 0.9872]]
[['new22-30_5.jpg.bmp', '12', 0.4269]]
[['new22-31_5.jpg.bmp', '1', 0.4469]]
[['new22-32_5.jpg.bmp', '12', 0.5385]]
[['new22-33_5.jpg.bmp', '12', 0.387]]
[['new22-34_5.jpg.bmp', '12', 0.749]]
[['new22-35_5.jpg.bmp', '5', 0.3187]]
[['new22-36_5.jpg.bmp', '9', 0.5626]]
[['new22-40_5.jpg.bmp', '5', 0.6668]]
[['new22-42_5.jpg.bmp', '5', 0.7413]]
[['new22-47_5.jpg.bmp', '5', 0.9166]]
[['new22-49_5.jpg.bmp', '5', 0.6691]]
[['new22-4_5.jpg.bmp', '5', 0.9854]]
[['new22-59_5.jpg.bmp', '5', 0.9909]]
[['new22-68_5.jpg.bmp', '5', 0.981]]
[['new22-69_5.jpg.bmp', '5', 0.9412]]
[['new22-6_5.jpg.bmp', '5', 0.9864]]
[['new22-73_5.jpg.bmp', '5', 0.9734]]
[['new22-74_5.jpg.bmp', '5', 0.9567]]
[['new22-75_5.jpg.bmp', '5', 0.9557]]
[['new22-8_5.jpg.bmp', '5', 0.6148]]
[['new23-11_5.jpg.bmp', '5', 0.9814]]
[['new23-16_5.jpg.bmp', '5', 0.8161]]
[['new23-19_5.jpg.bmp', '5', 0.9891]]
[['new23-25_5.jpg.bmp', '5', 0.9933]]
[['new23-27_5.jpg.bmp', '5', 0.8907]]
[['new23-30_5.jpg.bmp', '5', 0.8059]]
[['new23-32_5.jpg.bmp', '5', 0.6947]]
[['new23-37_5.jpg.bmp', '5', 0.9712]]
[['new23-38_5.jpg.bmp', '5', 0.9882]]
[['new23-44_5.jpg.bmp', '5', 0.9663]]
[['new23-46_5.jpg.bmp', '5', 0.9838]]
[['new23-49_5.jpg.bmp', '5', 0.7479]]
[['new23-57_5.jpg.bmp', '5', 0.9757]]
[['new23-58_5.jpg.bmp', '5', 0.9746]]
[['new23-59_5.jpg.bmp', '5', 0.9778]]
[['new23-65_5.jpg.bmp', '5', 0.9715]]
[['new24-12_6.jpg.bmp', '6', 0.8164]]
[['new24-13_6.jpg.bmp', '6', 0.5363]]
[['new24-14_6.jpg.bmp', '3', 0.552]]
[['new24-26_6.jpg.bmp', '6', 0.6329]]
[['new24-32_6.jpg.bmp', '6', 0.9974]]
[['new24-3_6.jpg.bmp', '6', 0.9877]]
[['new24-47_6.jpg.bmp', '6', 0.9974]]
[['new24-53_6.jpg.bmp', '6', 0.9737]]
[['new24-54_6.jpg.bmp', '6', 0.6667]]
[['new24-57_6.jpg.bmp', '6', 0.7764]]
[['new24-62_6.jpg.bmp', '6', 0.5197]]
[['new24-68_6.jpg.bmp', '6', 0.9939]]
[['new24-6_6.jpg.bmp', '6', 0.9765]]
[['new24-8_6.jpg.bmp', '6', 0.9297]]
[['new25-1_6.jpg.bmp', '6', 0.6821]]
[['new25-26_6.jpg.bmp', '6', 0.9971]]
[['new25-2_6.jpg.bmp', '6', 0.976]]
[['new25-38_6.jpg.bmp', '6', 0.9985]]
[['new25-42_6.jpg.bmp', '6', 0.7217]]
[['new25-43_6.jpg.bmp', '6', 0.9856]]
[['new25-55_6.jpg.bmp', '6', 0.9949]]
[['new25-58_6.jpg.bmp', '6', 0.9777]]
[['new25-71_6.jpg.bmp', '3', 0.5538]]
[['new25-8_6.jpg.bmp', '6', 0.8463]]
[['new26-13_7.jpg.bmp', '7', 0.9776]]
[['new26-23_7.jpg.bmp', '7', 0.9328]]
[['new26-29_7.jpg.bmp', '7', 0.9417]]
[['new26-34_7.jpg.bmp', '7', 0.9907]]
[['new26-43_7.jpg.bmp', '7', 0.9836]]
[['new26-52_7.jpg.bmp', '7', 0.9034]]
[['new26-54_7.jpg.bmp', '7', 0.9282]]
[['new26-55_7.jpg.bmp', '7', 0.7991]]
[['new26-57_7.jpg.bmp', '7', 0.9451]]
[['new26-60_7.jpg.bmp', '7', 0.9955]]
[['new26-67_7.jpg.bmp', '7', 0.9924]]
[['new26-69_7.jpg.bmp', '7', 0.9984]]
[['new26-72_7.jpg.bmp', '7', 0.5694]]
[['new26-73_7.jpg.bmp', '7', 0.9738]]
[['new26-9_7.jpg.bmp', '7', 0.9846]]
[['new27-14_8.jpg.bmp', '1', 0.9924]]
[['new27-17_8.jpg.bmp', '8', 0.9408]]
[['new27-18_8.jpg.bmp', '8', 0.9002]]
[['new27-20_8.jpg.bmp', '8', 0.9425]]
[['new27-28_8.jpg.bmp', '8', 0.7917]]
[['new27-29_8.jpg.bmp', '8', 0.7705]]
[['new27-36_8.jpg.bmp', '1', 0.9998]]
[['new27-38_8.jpg.bmp', '1', 0.603]]
[['new27-39_8.jpg.bmp', '8', 0.6364]]
[['new27-3_8.jpg.bmp', '8', 0.98]]
[['new27-41_8.jpg.bmp', '8', 0.8562]]
[['new27-44_8.jpg.bmp', '1', 0.5668]]
[['new27-45_8.jpg.bmp', '8', 0.6935]]
[['new27-46_8.jpg.bmp', '8', 0.9652]]
[['new27-4_8.jpg.bmp', '8', 0.9708]]
[['new27-54_8.jpg.bmp', '8', 0.9915]]
[['new27-62_8.jpg.bmp', '8', 0.9275]]
[['new27-72_8.jpg.bmp', '8', 0.9985]]
[['new28-15_8.jpg.bmp', '8', 0.8323]]
[['new28-16_8.jpg.bmp', '8', 0.9956]]
[['new28-19_8.jpg.bmp', '8', 0.9987]]
[['new28-27_8.jpg.bmp', '8', 0.8563]]
[['new28-34_8.jpg.bmp', '8', 0.9622]]
[['new28-4_8.jpg.bmp', '8', 0.9066]]
[['new28-51_8.jpg.bmp', '8', 0.8388]]
[['new28-57_8.jpg.bmp', '8', 0.9768]]
[['new28-58_8.jpg.bmp', '8', 0.9774]]
[['new28-59_8.jpg.bmp', '8', 0.9996]]
[['new28-5_8.jpg.bmp', '8', 0.7506]]
[['new28-69_8.jpg.bmp', '8', 0.9279]]
[['new28-72_8.jpg.bmp', '8', 0.9626]]
[['new28-77_8.jpg.bmp', '8', 0.7602]]
[['new28-7_8.jpg.bmp', '1', 0.9632]]
[['new29-17_8.jpg.bmp', '8', 0.9937]]
[['new29-19_8.jpg.bmp', '8', 0.8598]]
[['new29-21_8.jpg.bmp', '8', 0.762]]
[['new29-22_8.jpg.bmp', '8', 0.9729]]
[['new29-24_8.jpg.bmp', '8', 0.8735]]
[['new29-26_8.jpg.bmp', '8', 0.9959]]
[['new29-31_8.jpg.bmp', '8', 0.9598]]
[['new29-42_8.jpg.bmp', '8', 0.9997]]
[['new29-43_8.jpg.bmp', '8', 0.9782]]
[['new29-45_8.jpg.bmp', '8', 0.9883]]
[['new29-4_8.jpg.bmp', '8', 0.7847]]
[['new29-51_8.jpg.bmp', '8', 0.9841]]
[['new29-52_8.jpg.bmp', '8', 0.9832]]
[['new29-58_8.jpg.bmp', '8', 0.9924]]
[['new29-61_8.jpg.bmp', '8', 0.9924]]
[['new29-63_8.jpg.bmp', '8', 0.5975]]
[['new29-76_8.jpg.bmp', '8', 0.5854]]
[['new3-15_11.jpg.bmp', '2', 0.9657]]
[['new3-16_11.jpg.bmp', '2', 0.975]]
[['new3-1_11.jpg.bmp', '2', 0.9751]]
[['new3-20_11.jpg.bmp', '2', 0.9647]]
[['new3-24_11.jpg.bmp', '2', 0.9552]]
[['new3-28_11.jpg.bmp', '2', 0.9738]]
[['new3-29_11.jpg.bmp', '2', 0.592]]
[['new3-31_11.jpg.bmp', '11', 0.5413]]
[['new3-35_11.jpg.bmp', '2', 0.9036]]
[['new3-37_11.jpg.bmp', '2', 0.5622]]
[['new3-43_11.jpg.bmp', '2', 0.9342]]
[['new3-44_11.jpg.bmp', '2', 0.8655]]
[['new3-50_11.jpg.bmp', '2', 0.6114]]
[['new3-55_11.jpg.bmp', '2', 0.7128]]
[['new3-56_11.jpg.bmp', '2', 0.653]]
[['new3-5_11.jpg.bmp', '2', 0.9936]]
[['new3-61_11.jpg.bmp', '2', 0.5308]]
[['new3-63_11.jpg.bmp', '2', 0.858]]
[['new3-68_11.jpg.bmp', '11', 0.9374]]
[['new3-69_11.jpg.bmp', '11', 0.7336]]
[['new3-72_11.jpg.bmp', '11', 0.9935]]
[['new3-74_11.jpg.bmp', '11', 0.9839]]
[['new3-9_11.jpg.bmp', '2', 0.9751]]
[['new30-11_9.jpg.bmp', '9', 0.7216]]
[['new30-14_9.jpg.bmp', '9', 0.606]]
[['new30-15_9.jpg.bmp', '9', 0.8608]]
[['new30-26_9.jpg.bmp', '9', 0.9899]]
[['new30-30_9.jpg.bmp', '9', 0.9566]]
[['new30-37_9.jpg.bmp', '9', 0.9332]]
[['new30-47_9.jpg.bmp', '9', 0.9517]]
[['new30-65_9.jpg.bmp', '9', 0.9904]]
[['new30-70_9.jpg.bmp', '9', 0.6937]]
[['new30-71_9.jpg.bmp', '9', 0.858]]
[['new30-73_9.jpg.bmp', '9', 0.9945]]
[['new30-7_9.jpg.bmp', '9', 0.7601]]
[['new31-10_9.jpg.bmp', '9', 0.9992]]
[['new31-13_9.jpg.bmp', '9', 0.9916]]
[['new31-15_9.jpg.bmp', '9', 0.8462]]
[['new31-20_9.jpg.bmp', '9', 0.9912]]
[['new31-22_9.jpg.bmp', '9', 0.801]]
[['new31-27_9.jpg.bmp', '9', 0.9898]]
[['new31-32_9.jpg.bmp', '9', 0.9978]]
[['new31-34_9.jpg.bmp', '9', 0.9931]]
[['new31-35_9.jpg.bmp', '9', 0.9947]]
[['new31-36_9.jpg.bmp', '9', 0.9648]]
[['new31-37_9.jpg.bmp', '9', 0.9965]]
[['new31-42_9.jpg.bmp', '9', 0.9926]]
[['new31-47_9.jpg.bmp', '9', 0.9992]]
[['new31-50_9.jpg.bmp', '9', 0.9978]]
[['new31-60_9.jpg.bmp', '9', 0.9564]]
[['new31-62_9.jpg.bmp', '9', 0.9919]]
[['new31-67_9.jpg.bmp', '9', 0.9924]]
[['new31-68_9.jpg.bmp', '9', 0.9983]]
[['new31-76_9.jpg.bmp', '9', 0.9985]]
[['new32-11_9.jpg.bmp', '9', 0.9998]]
[['new32-23_9.jpg.bmp', '9', 0.9883]]
[['new32-25_9.jpg.bmp', '9', 0.9926]]
[['new32-28_9.jpg.bmp', '9', 0.7707]]
[['new32-32_9.jpg.bmp', '9', 0.9929]]
[['new32-39_9.jpg.bmp', '9', 0.9945]]
[['new32-43_9.jpg.bmp', '9', 0.9907]]
[['new32-54_9.jpg.bmp', '9', 0.9853]]
[['new32-57_9.jpg.bmp', '9', 0.9745]]
[['new32-58_9.jpg.bmp', '9', 0.9997]]
[['new32-60_9.jpg.bmp', '9', 0.9971]]
[['new32-9_9.jpg.bmp', '9', 0.9955]]
[['new33-10_9.jpg.bmp', '9', 0.9915]]
[['new33-15_9.jpg.bmp', '9', 0.9003]]
[['new33-16_9.jpg.bmp', '9', 0.9284]]
[['new33-17_9.jpg.bmp', '9', 0.8972]]
[['new33-19_9.jpg.bmp', '9', 0.9912]]
[['new33-1_9.jpg.bmp', '9', 0.8758]]
[['new33-21_9.jpg.bmp', '9', 0.8854]]
[['new33-26_9.jpg.bmp', '9', 0.9919]]
[['new33-30_9.jpg.bmp', '9', 0.9932]]
[['new33-33_9.jpg.bmp', '9', 0.9819]]
[['new33-3_9.jpg.bmp', '9', 0.89]]
[['new33-48_9.jpg.bmp', '9', 0.9993]]
[['new33-4_9.jpg.bmp', '9', 0.9772]]
[['new33-52_9.jpg.bmp', '9', 0.9952]]
[['new33-54_9.jpg.bmp', '9', 0.9974]]
[['new33-55_9.jpg.bmp', '9', 0.9957]]
[['new33-60_9.jpg.bmp', '9', 0.9987]]
[['new33-62_9.jpg.bmp', '9', 0.9937]]
[['new33-64_9.jpg.bmp', '9', 0.7141]]
[['new33-73_9.jpg.bmp', '9', 0.9669]]
[['new33-74_9.jpg.bmp', '9', 0.9553]]
[['new33-75_9.jpg.bmp', '9', 0.9827]]
[['new4-12_12.jpg.bmp', '12', 0.9877]]
[['new4-14_12.jpg.bmp', '12', 0.8551]]
[['new4-23_12.jpg.bmp', '12', 0.9479]]
[['new4-28_12.jpg.bmp', '12', 0.571]]
[['new4-31_12.jpg.bmp', '12', 0.9991]]
[['new4-35_12.jpg.bmp', '12', 0.8053]]
[['new4-39_12.jpg.bmp', '12', 0.9957]]
[['new4-41_12.jpg.bmp', '12', 0.9975]]
[['new4-42_12.jpg.bmp', '12', 0.6598]]
[['new4-47_12.jpg.bmp', '12', 0.9981]]
[['new4-5_12.jpg.bmp', '12', 0.6145]]
[['new4-60_12.jpg.bmp', '12', 0.9921]]
[['new4-69_12.jpg.bmp', '12', 0.8667]]
[['new4-6_12.jpg.bmp', '12', 0.742]]
[['new4-74_12.jpg.bmp', '12', 0.9928]]
[['new4-77_12.jpg.bmp', '12', 0.6308]]
[['new4-8_12.jpg.bmp', '12', 0.5487]]
[['new5-13_12.jpg.bmp', '12', 0.9996]]
[['new5-15_12.jpg.bmp', '12', 0.6618]]
[['new5-18_12.jpg.bmp', '12', 0.9858]]
[['new5-24_12.jpg.bmp', '12', 0.9658]]
[['new5-29_12.jpg.bmp', '12', 0.8292]]
[['new5-2_12.jpg.bmp', '12', 0.9923]]
[['new5-33_12.jpg.bmp', '12', 0.977]]
[['new5-43_12.jpg.bmp', '12', 0.9001]]
[['new5-47_12.jpg.bmp', '12', 0.8857]]
[['new5-57_12.jpg.bmp', '12', 0.7888]]
[['new5-71_12.jpg.bmp', '12', 0.9137]]
[['new6-11_13.jpg.bmp', '13', 0.986]]
[['new6-15_13.jpg.bmp', '13', 0.6786]]
[['new6-2_13.jpg.bmp', '13', 0.9856]]
[['new6-32_13.jpg.bmp', '13', 0.9718]]
[['new6-34_13.jpg.bmp', '13', 0.9625]]
[['new6-42_13.jpg.bmp', '13', 0.9771]]
[['new6-57_13.jpg.bmp', '13', 0.4791]]
[['new6-64_13.jpg.bmp', '2', 0.5694]]
[['new6-65_13.jpg.bmp', '13', 0.5242]]
[['new6-67_13.jpg.bmp', '13', 0.9742]]
[['new6-68_13.jpg.bmp', '13', 0.9852]]
[['new6-69_13.jpg.bmp', '13', 0.6803]]
[['new6-70_13.jpg.bmp', '1', 0.5148]]
[['new6-71_13.jpg.bmp', '2', 0.5792]]
[['new6-72_13.jpg.bmp', '13', 0.3772]]
[['new6-74_13.jpg.bmp', '13', 0.7723]]
[['new6-76_13.jpg.bmp', '13', 0.9601]]
[['new7-21_14.jpg.bmp', '14', 1.0]]
[['new7-37_14.jpg.bmp', '14', 1.0]]
[['new7-39_14.jpg.bmp', '14', 0.9999]]
[['new7-49_14.jpg.bmp', '14', 0.9999]]
[['new7-53_14.jpg.bmp', '14', 0.9999]]
[['new7-54_14.jpg.bmp', '14', 0.9998]]
[['new7-55_14.jpg.bmp', '14', 1.0]]
[['new7-56_14.jpg.bmp', '14', 1.0]]
[['new7-57_14.jpg.bmp', '14', 1.0]]
[['new7-66_14.jpg.bmp', '14', 1.0]]
[['new7-71_14.jpg.bmp', '14', 1.0]]
[['new8-10_14.jpg.bmp', '14', 0.9995]]
[['new8-14_14.jpg.bmp', '14', 0.9984]]
[['new8-41_14.jpg.bmp', '14', 0.6785]]
[['new8-47_14.jpg.bmp', '14', 1.0]]
[['new8-4_14.jpg.bmp', '14', 0.9987]]
[['new8-53_14.jpg.bmp', '14', 0.9993]]
[['new8-60_14.jpg.bmp', '14', 0.9991]]
[['new8-65_14.jpg.bmp', '14', 1.0]]
[['new8-69_14.jpg.bmp', '14', 0.9991]]
[['new8-73_14.jpg.bmp', '14', 1.0]]
[['new8-8_14.jpg.bmp', '14', 0.8536]]
[['new9-13_14.jpg.bmp', '14', 0.9987]]
[['new9-15_14.jpg.bmp', '14', 0.5809]]
[['new9-17_14.jpg.bmp', '14', 0.8681]]
[['new9-25_14.jpg.bmp', '14', 0.9966]]
[['new9-29_14.jpg.bmp', '14', 0.937]]
[['new9-33_14.jpg.bmp', '14', 0.9985]]
[['new9-35_14.jpg.bmp', '14', 0.9245]]
[['new9-36_14.jpg.bmp', '14', 0.9912]]
[['new9-43_14.jpg.bmp', '14', 0.7944]]
[['new9-52_14.jpg.bmp', '14', 0.9955]]
[['new9-53_14.jpg.bmp', '14', 0.9977]]
[['new9-61_14.jpg.bmp', '14', 0.9519]]
[['new9-63_14.jpg.bmp', '1', 0.6885]]
[['new9-64_14.jpg.bmp', '14', 0.8668]]
[['new9-70_14.jpg.bmp', '14', 0.9697]]
[['new9-71_14.jpg.bmp', '13', 0.3979]]
[['new9-72_14.jpg.bmp', '13', 0.6653]]
[['new9-74_14.jpg.bmp', '14', 0.6611]]
