[['new1-10_10.jpg.bmp', '10', 0.7209]]
[['new13-68_1.jpg.bmp', '1', 0.9999]]
[['new13-70_1.jpg.bmp', '1', 0.9998]]
[['new13-76_1.jpg.bmp', '1', 1.0]]
[['new13-8_1.jpg.bmp', '1', 1.0]]
[['new14-15_2.jpg.bmp', '2', 0.9962]]
[['new14-17_2.jpg.bmp', '2', 0.9935]]
[['new14-25_2.jpg.bmp', '2', 0.9951]]
[['new14-26_2.jpg.bmp', '2', 0.9955]]
[['new14-32_2.jpg.bmp', '2', 0.997]]
[['new14-33_2.jpg.bmp', '2', 0.9975]]
[['new14-38_2.jpg.bmp', '2', 0.9933]]
[['new14-41_2.jpg.bmp', '2', 0.9936]]
[['new14-48_2.jpg.bmp', '2', 0.9982]]
[['new14-56_2.jpg.bmp', '2', 0.9927]]
[['new14-76_2.jpg.bmp', '2', 0.9885]]
[['new15-11_3.jpg.bmp', '3', 0.9983]]
[['new15-16_3.jpg.bmp', '3', 0.9986]]
[['new15-1_3.jpg.bmp', '3', 0.9963]]
[['new15-21_3.jpg.bmp', '3', 0.9925]]
[['new15-22_3.jpg.bmp', '3', 0.9984]]
[['new15-31_3.jpg.bmp', '3', 0.9957]]
[['new15-34_3.jpg.bmp', '3', 0.9971]]
[['new15-37_3.jpg.bmp', '3', 0.9977]]
[['new15-38_3.jpg.bmp', '3', 0.9979]]
[['new15-46_3.jpg.bmp', '3', 0.9971]]
[['new15-4_3.jpg.bmp', '3', 0.9926]]
[['new15-51_3.jpg.bmp', '3', 0.9991]]
[['new15-56_3.jpg.bmp', '3', 0.9973]]
[['new15-72_3.jpg.bmp', '3', 0.9903]]
[['new15-73_3.jpg.bmp', '3', 0.9915]]
[['new16-17_3.jpg.bmp', '3', 0.9975]]
[['new16-24_3.jpg.bmp', '3', 0.9993]]
[['new16-28_3.jpg.bmp', '3', 0.9972]]
[['new16-29_3.jpg.bmp', '3', 0.9966]]
[['new16-31_3.jpg.bmp', '3', 0.9971]]
[['new16-35_3.jpg.bmp', '3', 0.9951]]
[['new16-3_3.jpg.bmp', '3', 0.9982]]
[['new16-41_3.jpg.bmp', '3', 0.9926]]
[['new16-46_3.jpg.bmp', '3', 0.9998]]
[['new16-49_3.jpg.bmp', '3', 0.9913]]
[['new16-51_3.jpg.bmp', '3', 0.9971]]
[['new16-55_3.jpg.bmp', '3', 0.9978]]
[['new16-59_3.jpg.bmp', '3', 0.9973]]
[['new16-61_3.jpg.bmp', '3', 0.9981]]
[['new16-67_3.jpg.bmp', '3', 0.997]]
[['new16-69_3.jpg.bmp', '3', 0.9917]]
[['new17-1_3.jpg.bmp', '3', 0.9826]]
[['new17-21_3.jpg.bmp', '3', 0.9934]]
[['new17-22_3.jpg.bmp', '3', 0.9966]]
[['new17-25_3.jpg.bmp', '3', 0.9556]]
[['new17-28_3.jpg.bmp', '3', 0.9972]]
[['new17-2_3.jpg.bmp', '3', 0.9952]]
[['new17-36_3.jpg.bmp', '3', 0.9973]]
[['new17-41_3.jpg.bmp', '3', 0.9828]]
[['new17-43_3.jpg.bmp', '3', 0.9997]]
[['new17-56_3.jpg.bmp', '3', 0.996]]
[['new17-63_3.jpg.bmp', '3', 0.9972]]
[['new17-74_3.jpg.bmp', '3', 0.9964]]
[['new17-8_3.jpg.bmp', '3', 0.9884]]
[['new18-10_3.jpg.bmp', '3', 0.9993]]
[['new18-22_3.jpg.bmp', '3', 0.9993]]
[['new18-24_3.jpg.bmp', '3', 0.9993]]
[['new18-33_3.jpg.bmp', '3', 0.9965]]
[['new18-36_3.jpg.bmp', '3', 0.9983]]
[['new18-39_3.jpg.bmp', '3', 0.9969]]
[['new18-41_3.jpg.bmp', '3', 0.9987]]
[['new18-43_3.jpg.bmp', '3', 0.999]]
[['new18-54_3.jpg.bmp', '3', 0.9946]]
[['new18-58_3.jpg.bmp', '3', 0.9985]]
[['new18-62_3.jpg.bmp', '3', 0.9928]]
[['new18-70_3.jpg.bmp', '3', 0.9946]]
[['new18-73_3.jpg.bmp', '3', 0.9853]]
[['new18-74_3.jpg.bmp', '3', 0.9986]]
[['new18-75_3.jpg.bmp', '3', 0.9951]]
[['new19-10_4.jpg.bmp', '4', 0.9992]]
[['new19-15_4.jpg.bmp', '4', 0.9989]]
[['new19-19_4.jpg.bmp', '4', 0.998]]
[['new19-20_4.jpg.bmp', '4', 0.9988]]
[['new19-36_4.jpg.bmp', '4', 0.9986]]
[['new19-40_4.jpg.bmp', '4', 0.998]]
[['new19-48_4.jpg.bmp', '4', 0.9999]]
[['new19-49_4.jpg.bmp', '4', 0.9991]]
[['new19-50_4.jpg.bmp', '4', 0.9999]]
[['new19-51_4.jpg.bmp', '4', 0.998]]
[['new19-52_4.jpg.bmp', '4', 0.9984]]
[['new19-58_4.jpg.bmp', '4', 0.9985]]
[['new19-62_4.jpg.bmp', '4', 0.997]]
[['new19-69_4.jpg.bmp', '4', 0.9981]]
[['new19-6_4.jpg.bmp', '4', 0.9986]]
[['new19-72_4.jpg.bmp', '4', 0.9977]]
[['new19-73_4.jpg.bmp', '4', 0.9981]]
[['new19-9_4.jpg.bmp', '4', 0.999]]
[['new2-15_11.jpg.bmp', '11', 0.9998]]
[['new2-16_11.jpg.bmp', '11', 0.9982]]
[['new2-18_11.jpg.bmp', '11', 0.9995]]
[['new2-25_11.jpg.bmp', '11', 0.9997]]
[['new2-2_11.jpg.bmp', '13', 0.6097]]
[['new2-37_11.jpg.bmp', '11', 0.9991]]
[['new2-3_11.jpg.bmp', '11', 0.5452]]
[['new2-45_11.jpg.bmp', '11', 0.9987]]
[['new2-60_11.jpg.bmp', '11', 0.9968]]
[['new2-63_11.jpg.bmp', '11', 0.6554]]
[['new2-64_11.jpg.bmp', '11', 0.9992]]
[['new2-65_11.jpg.bmp', '11', 0.9993]]
[['new2-70_11.jpg.bmp', '11', 0.7556]]
[['new2-74_11.jpg.bmp', '11', 0.9997]]
[['new20-12_4.jpg.bmp', '4', 0.999]]
[['new20-15_4.jpg.bmp', '4', 0.9993]]
[['new20-16_4.jpg.bmp', '4', 0.9989]]
[['new20-1_4.jpg.bmp', '4', 0.9993]]
[['new20-25_4.jpg.bmp', '4', 0.9988]]
[['new20-26_4.jpg.bmp', '4', 0.9981]]
[['new20-30_4.jpg.bmp', '4', 0.9997]]
[['new20-32_4.jpg.bmp', '4', 0.9986]]
[['new20-35_4.jpg.bmp', '4', 0.9984]]
[['new20-3_4.jpg.bmp', '4', 0.9986]]
[['new20-43_4.jpg.bmp', '4', 0.9987]]
[['new20-47_4.jpg.bmp', '4', 0.9973]]
[['new20-50_4.jpg.bmp', '4', 0.9998]]
[['new20-53_4.jpg.bmp', '4', 0.9979]]
[['new20-55_4.jpg.bmp', '4', 0.9984]]
[['new20-63_4.jpg.bmp', '4', 0.9979]]
[['new20-67_4.jpg.bmp', '4', 0.9996]]
[['new20-6_4.jpg.bmp', '4', 0.9985]]
[['new20-7_4.jpg.bmp', '4', 0.9986]]
[['new20-8_4.jpg.bmp', '4', 0.9994]]
[['new21-10_4.jpg.bmp', '4', 0.997]]
[['new21-1_4.jpg.bmp', '4', 0.9978]]
[['new21-25_4.jpg.bmp', '4', 0.9988]]
[['new21-38_4.jpg.bmp', '4', 0.9993]]
[['new21-45_4.jpg.bmp', '4', 0.9987]]
[['new21-47_4.jpg.bmp', '4', 0.9972]]
[['new21-48_4.jpg.bmp', '4', 0.9955]]
[['new21-49_4.jpg.bmp', '4', 0.9803]]
[['new21-51_4.jpg.bmp', '4', 0.9984]]
[['new21-52_4.jpg.bmp', '4', 0.9993]]
[['new21-56_4.jpg.bmp', '4', 0.9995]]
[['new21-61_4.jpg.bmp', '4', 0.9996]]
[['new21-62_4.jpg.bmp', '4', 0.9982]]
[['new21-64_4.jpg.bmp', '4', 0.9991]]
[['new21-6_4.jpg.bmp', '4', 0.9967]]
[['new21-70_4.jpg.bmp', '4', 0.9998]]
[['new21-7_4.jpg.bmp', '4', 0.9988]]
[['new22-10_5.jpg.bmp', '5', 0.9648]]
[['new22-11_5.jpg.bmp', '5', 0.9994]]
[['new22-1_5.jpg.bmp', '5', 0.9908]]
[['new22-29_5.jpg.bmp', '5', 0.5045]]
[['new22-31_5.jpg.bmp', '5', 0.9178]]
[['new22-35_5.jpg.bmp', '5', 0.7565]]
[['new22-39_5.jpg.bmp', '5', 0.9878]]
[['new22-43_5.jpg.bmp', '5', 0.9889]]
[['new22-55_5.jpg.bmp', '5', 0.9903]]
[['new22-59_5.jpg.bmp', '5', 0.9845]]
[['new22-60_5.jpg.bmp', '5', 0.9908]]
[['new22-61_5.jpg.bmp', '5', 0.9824]]
[['new22-63_5.jpg.bmp', '5', 0.8881]]
[['new22-8_5.jpg.bmp', '5', 0.9822]]
[['new23-13_5.jpg.bmp', '5', 0.9955]]
[['new23-16_5.jpg.bmp', '5', 0.9951]]
[['new23-21_5.jpg.bmp', '5', 0.996]]
[['new23-27_5.jpg.bmp', '5', 0.9793]]
[['new23-28_5.jpg.bmp', '5', 0.9959]]
[['new23-2_5.jpg.bmp', '5', 0.8116]]
[['new23-33_5.jpg.bmp', '5', 0.7127]]
[['new23-37_5.jpg.bmp', '5', 0.9224]]
[['new23-39_5.jpg.bmp', '5', 0.9915]]
[['new23-45_5.jpg.bmp', '5', 0.9578]]
[['new23-60_5.jpg.bmp', '5', 0.9965]]
[['new23-68_5.jpg.bmp', '5', 0.7406]]
[['new23-6_5.jpg.bmp', '5', 0.9994]]
[['new23-70_5.jpg.bmp', '5', 0.6139]]
[['new23-73_5.jpg.bmp', '5', 0.6481]]
[['new24-15_6.jpg.bmp', '6', 0.9971]]
[['new24-17_6.jpg.bmp', '6', 0.9984]]
[['new24-18_6.jpg.bmp', '6', 0.9974]]
[['new24-27_6.jpg.bmp', '6', 0.9971]]
[['new24-35_6.jpg.bmp', '6', 0.9978]]
[['new24-58_6.jpg.bmp', '6', 0.9976]]
[['new24-68_6.jpg.bmp', '6', 0.9986]]
[['new24-76_6.jpg.bmp', '6', 0.9984]]
[['new24-8_6.jpg.bmp', '6', 0.9945]]
[['new25-11_6.jpg.bmp', '6', 0.999]]
[['new25-13_6.jpg.bmp', '6', 0.9989]]
[['new25-15_6.jpg.bmp', '6', 0.9943]]
[['new25-17_6.jpg.bmp', '6', 0.9968]]
[['new25-20_6.jpg.bmp', '6', 0.9989]]
[['new25-21_6.jpg.bmp', '6', 0.9943]]
[['new25-26_6.jpg.bmp', '6', 0.9989]]
[['new25-35_6.jpg.bmp', '6', 0.9987]]
[['new25-40_6.jpg.bmp', '6', 0.988]]
[['new25-42_6.jpg.bmp', '6', 0.9971]]
[['new25-47_6.jpg.bmp', '6', 0.9985]]
[['new25-49_6.jpg.bmp', '6', 0.9989]]
[['new25-60_6.jpg.bmp', '6', 0.9948]]
[['new25-65_6.jpg.bmp', '6', 0.9966]]
[['new25-66_6.jpg.bmp', '6', 0.998]]
[['new25-67_6.jpg.bmp', '6', 0.9939]]
[['new25-69_6.jpg.bmp', '6', 0.9963]]
[['new25-71_6.jpg.bmp', '6', 0.9945]]
[['new25-77_6.jpg.bmp', '6', 0.9952]]
[['new26-20_7.jpg.bmp', '7', 0.9646]]
[['new26-23_7.jpg.bmp', '7', 0.9969]]
[['new26-26_7.jpg.bmp', '7', 0.9964]]
[['new26-31_7.jpg.bmp', '7', 0.996]]
[['new26-36_7.jpg.bmp', '7', 0.8333]]
[['new26-43_7.jpg.bmp', '7', 0.5607]]
[['new26-52_7.jpg.bmp', '7', 0.9537]]
[['new26-54_7.jpg.bmp', '7', 0.9991]]
[['new26-64_7.jpg.bmp', '7', 0.7133]]
[['new26-68_7.jpg.bmp', '7', 1.0]]
[['new26-69_7.jpg.bmp', '7', 0.9979]]
[['new26-74_7.jpg.bmp', '7', 0.9983]]
[['new26-8_7.jpg.bmp', '7', 0.9064]]
[['new27-12_8.jpg.bmp', '8', 0.9967]]
[['new27-19_8.jpg.bmp', '8', 0.9937]]
[['new27-25_8.jpg.bmp', '8', 0.9866]]
[['new27-26_8.jpg.bmp', '8', 0.9903]]
[['new27-2_8.jpg.bmp', '8', 0.6134]]
[['new27-31_8.jpg.bmp', '8', 0.9093]]
[['new27-34_8.jpg.bmp', '8', 0.8684]]
[['new27-42_8.jpg.bmp', '8', 0.9874]]
[['new27-44_8.jpg.bmp', '8', 0.7673]]
[['new27-46_8.jpg.bmp', '8', 1.0]]
[['new27-58_8.jpg.bmp', '8', 0.9918]]
[['new27-61_8.jpg.bmp', '8', 0.9937]]
[['new27-62_8.jpg.bmp', '8', 0.9872]]
[['new27-68_8.jpg.bmp', '8', 0.993]]
[['new27-7_8.jpg.bmp', '8', 0.7462]]
[['new28-13_8.jpg.bmp', '8', 0.9903]]
[['new28-16_8.jpg.bmp', '8', 0.97]]
[['new28-21_8.jpg.bmp', '8', 0.9812]]
[['new28-28_8.jpg.bmp', '8', 0.9911]]
[['new28-29_8.jpg.bmp', '8', 0.7989]]
[['new28-31_8.jpg.bmp', '8', 0.8974]]
[['new28-32_8.jpg.bmp', '8', 0.7265]]
[['new28-33_8.jpg.bmp', '8', 0.9742]]
[['new28-38_8.jpg.bmp', '8', 0.9946]]
[['new28-51_8.jpg.bmp', '8', 0.9663]]
[['new28-63_8.jpg.bmp', '8', 0.7935]]
[['new28-64_8.jpg.bmp', '8', 0.9361]]
[['new28-6_8.jpg.bmp', '8', 0.8579]]
[['new28-73_8.jpg.bmp', '8', 0.5112]]
[['new28-74_8.jpg.bmp', '1', 0.5013]]
[['new28-75_8.jpg.bmp', '8', 0.7103]]
[['new29-11_8.jpg.bmp', '8', 0.8236]]
[['new29-22_8.jpg.bmp', '8', 0.9281]]
[['new29-28_8.jpg.bmp', '8', 0.8392]]
[['new29-35_8.jpg.bmp', '8', 0.7315]]
[['new29-42_8.jpg.bmp', '8', 0.7259]]
[['new29-44_8.jpg.bmp', '8', 0.8992]]
[['new29-49_8.jpg.bmp', '8', 0.8292]]
[['new29-4_8.jpg.bmp', '8', 0.7898]]
[['new29-57_8.jpg.bmp', '8', 0.9597]]
[['new29-5_8.jpg.bmp', '8', 0.58]]
[['new29-62_8.jpg.bmp', '8', 0.8642]]
[['new29-64_8.jpg.bmp', '1', 0.5041]]
[['new29-66_8.jpg.bmp', '8', 0.9047]]
[['new29-70_8.jpg.bmp', '12', 0.4359]]
[['new29-71_8.jpg.bmp', '12', 0.69]]
[['new29-76_8.jpg.bmp', '8', 0.9823]]
[['new3-18_11.jpg.bmp', '11', 0.9981]]
[['new3-1_11.jpg.bmp', '11', 0.8156]]
[['new3-21_11.jpg.bmp', '11', 0.9942]]
[['new3-22_11.jpg.bmp', '11', 0.9996]]
[['new3-24_11.jpg.bmp', '11', 0.9992]]
[['new3-26_11.jpg.bmp', '11', 0.9967]]
[['new3-36_11.jpg.bmp', '11', 0.9991]]
[['new3-46_11.jpg.bmp', '11', 0.9989]]
[['new3-49_11.jpg.bmp', '11', 0.9985]]
[['new3-53_11.jpg.bmp', '11', 0.9998]]
[['new3-54_11.jpg.bmp', '11', 0.998]]
[['new3-56_11.jpg.bmp', '11', 0.9988]]
[['new3-64_11.jpg.bmp', '11', 0.9987]]
[['new3-67_11.jpg.bmp', '11', 0.9991]]
[['new3-70_11.jpg.bmp', '11', 0.9969]]
[['new30-10_9.jpg.bmp', '9', 0.9878]]
[['new30-11_9.jpg.bmp', '9', 0.9969]]
[['new30-12_9.jpg.bmp', '9', 0.9993]]
[['new30-25_9.jpg.bmp', '9', 0.9956]]
[['new30-37_9.jpg.bmp', '9', 0.9997]]
[['new30-39_9.jpg.bmp', '9', 0.9986]]
[['new30-3_9.jpg.bmp', '9', 0.9983]]
[['new30-43_9.jpg.bmp', '9', 0.9826]]
[['new30-44_9.jpg.bmp', '9', 0.9703]]
[['new30-55_9.jpg.bmp', '9', 0.6307]]
[['new30-71_9.jpg.bmp', '9', 0.9652]]
[['new30-72_9.jpg.bmp', '9', 0.9728]]
[['new30-76_9.jpg.bmp', '9', 0.9876]]
[['new30-8_9.jpg.bmp', '9', 0.9744]]
[['new31-14_9.jpg.bmp', '9', 0.9979]]
[['new31-18_9.jpg.bmp', '9', 0.9977]]
[['new31-31_9.jpg.bmp', '9', 0.9997]]
[['new31-34_9.jpg.bmp', '9', 0.9971]]
[['new31-43_9.jpg.bmp', '9', 0.9978]]
[['new31-45_9.jpg.bmp', '9', 0.997]]
[['new31-47_9.jpg.bmp', '9', 0.9984]]
[['new31-4_9.jpg.bmp', '9', 0.9968]]
[['new31-52_9.jpg.bmp', '9', 0.9975]]
[['new31-59_9.jpg.bmp', '9', 0.9955]]
[['new31-5_9.jpg.bmp', '9', 0.9962]]
[['new31-64_9.jpg.bmp', '9', 0.9938]]
[['new31-65_9.jpg.bmp', '9', 0.9986]]
[['new31-69_9.jpg.bmp', '9', 0.9978]]
[['new31-71_9.jpg.bmp', '9', 0.9936]]
[['new31-74_9.jpg.bmp', '9', 0.9986]]
[['new31-76_9.jpg.bmp', '9', 0.996]]
[['new32-10_9.jpg.bmp', '9', 0.9976]]
[['new32-11_9.jpg.bmp', '9', 0.9951]]
[['new32-28_9.jpg.bmp', '9', 0.9968]]
[['new32-31_9.jpg.bmp', '9', 0.9984]]
[['new32-3_9.jpg.bmp', '9', 0.9996]]
[['new32-44_9.jpg.bmp', '9', 0.9973]]
[['new32-45_9.jpg.bmp', '9', 0.9943]]
[['new32-50_9.jpg.bmp', '9', 0.8747]]
[['new32-57_9.jpg.bmp', '9', 0.993]]
[['new32-5_9.jpg.bmp', '9', 0.9962]]
[['new32-64_9.jpg.bmp', '9', 0.9975]]
[['new32-72_9.jpg.bmp', '9', 0.9979]]
[['new32-76_9.jpg.bmp', '9', 0.9985]]
[['new32-9_9.jpg.bmp', '9', 0.9957]]
[['new33-28_9.jpg.bmp', '9', 0.9974]]
[['new33-32_9.jpg.bmp', '9', 0.9902]]
[['new33-37_9.jpg.bmp', '9', 0.9382]]
[['new33-39_9.jpg.bmp', '9', 0.9881]]
[['new33-45_9.jpg.bmp', '9', 0.9906]]
[['new33-4_9.jpg.bmp', '9', 0.9959]]
[['new33-50_9.jpg.bmp', '9', 0.9715]]
[['new33-53_9.jpg.bmp', '9', 0.9911]]
[['new33-54_9.jpg.bmp', '9', 0.9995]]
[['new33-58_9.jpg.bmp', '9', 0.9859]]
[['new33-5_9.jpg.bmp', '9', 0.994]]
[['new33-61_9.jpg.bmp', '9', 0.9847]]
[['new33-63_9.jpg.bmp', '9', 0.953]]
[['new33-65_9.jpg.bmp', '9', 0.7533]]
[['new33-69_9.jpg.bmp', '2', 0.4967]]
[['new33-72_9.jpg.bmp', '9', 0.6251]]
[['new33-73_9.jpg.bmp', '9', 0.7718]]
[['new4-13_12.jpg.bmp', '12', 0.8325]]
[['new4-17_12.jpg.bmp', '12', 0.9943]]
[['new4-20_12.jpg.bmp', '12', 0.9932]]
[['new4-26_12.jpg.bmp', '12', 0.9825]]
[['new4-28_12.jpg.bmp', '12', 0.5076]]
[['new4-32_12.jpg.bmp', '12', 0.9619]]
[['new4-41_12.jpg.bmp', '12', 0.9601]]
[['new4-48_12.jpg.bmp', '12', 0.9441]]
[['new4-53_12.jpg.bmp', '12', 0.9998]]
[['new4-57_12.jpg.bmp', '12', 0.9855]]
[['new4-73_12.jpg.bmp', '12', 0.9981]]
[['new5-12_12.jpg.bmp', '12', 0.9951]]
[['new5-13_12.jpg.bmp', '12', 0.9918]]
[['new5-23_12.jpg.bmp', '12', 0.9018]]
[['new5-29_12.jpg.bmp', '12', 0.9769]]
[['new5-31_12.jpg.bmp', '12', 0.7645]]
[['new5-39_12.jpg.bmp', '12', 0.846]]
[['new5-42_12.jpg.bmp', '12', 0.959]]
[['new5-43_12.jpg.bmp', '12', 0.8442]]
[['new5-44_12.jpg.bmp', '12', 0.9409]]
[['new5-52_12.jpg.bmp', '12', 0.986]]
[['new5-59_12.jpg.bmp', '12', 0.9872]]
[['new5-62_12.jpg.bmp', '12', 0.9456]]
[['new5-64_12.jpg.bmp', '12', 0.7855]]
[['new5-68_12.jpg.bmp', '12', 0.9997]]
[['new5-9_12.jpg.bmp', '12', 0.9944]]
[['new6-19_13.jpg.bmp', '13', 0.994]]
[['new6-22_13.jpg.bmp', '13', 0.9915]]
[['new6-27_13.jpg.bmp', '13', 0.997]]
[['new6-29_13.jpg.bmp', '13', 0.9808]]
[['new6-30_13.jpg.bmp', '13', 0.9949]]
[['new6-37_13.jpg.bmp', '13', 0.99]]
[['new6-39_13.jpg.bmp', '13', 0.9936]]
[['new6-40_13.jpg.bmp', '13', 0.9912]]
[['new6-47_13.jpg.bmp', '13', 0.9874]]
[['new6-48_13.jpg.bmp', '13', 0.9916]]
[['new6-50_13.jpg.bmp', '13', 0.8638]]
[['new6-52_13.jpg.bmp', '13', 0.9862]]
[['new6-56_13.jpg.bmp', '13', 0.7713]]
[['new6-61_13.jpg.bmp', '13', 0.993]]
[['new6-62_13.jpg.bmp', '13', 0.9825]]
[['new6-63_13.jpg.bmp', '13', 0.9309]]
[['new6-66_13.jpg.bmp', '13', 0.2887]]
[['new6-68_13.jpg.bmp', '13', 0.9837]]
[['new6-71_13.jpg.bmp', '9', 0.614]]
[['new6-72_13.jpg.bmp', '9', 0.5164]]
[['new6-74_13.jpg.bmp', '13', 0.9354]]
[['new6-75_13.jpg.bmp', '13', 0.9839]]
[['new7-10_14.jpg.bmp', '14', 0.9987]]
[['new7-14_14.jpg.bmp', '14', 0.9979]]
[['new7-17_14.jpg.bmp', '14', 0.9259]]
[['new7-18_14.jpg.bmp', '14', 0.827]]
[['new7-20_14.jpg.bmp', '14', 0.9998]]
[['new7-23_14.jpg.bmp', '14', 0.9999]]
[['new7-29_14.jpg.bmp', '14', 1.0]]
[['new7-32_14.jpg.bmp', '14', 0.9999]]
[['new7-34_14.jpg.bmp', '14', 1.0]]
[['new7-42_14.jpg.bmp', '14', 0.9994]]
[['new7-50_14.jpg.bmp', '14', 0.9998]]
[['new7-54_14.jpg.bmp', '14', 1.0]]
[['new7-56_14.jpg.bmp', '14', 0.9992]]
[['new7-57_14.jpg.bmp', '14', 1.0]]
[['new7-64_14.jpg.bmp', '14', 0.9983]]
[['new7-65_14.jpg.bmp', '14', 0.9953]]
[['new7-68_14.jpg.bmp', '14', 0.9991]]
[['new7-6_14.jpg.bmp', '14', 0.9998]]
[['new7-75_14.jpg.bmp', '14', 0.9996]]
[['new7-9_14.jpg.bmp', '14', 0.9945]]
[['new8-10_14.jpg.bmp', '14', 0.9998]]
[['new8-15_14.jpg.bmp', '14', 0.995]]
[['new8-20_14.jpg.bmp', '14', 0.8377]]
[['new8-30_14.jpg.bmp', '14', 0.9955]]
[['new8-31_14.jpg.bmp', '14', 0.9578]]
[['new8-33_14.jpg.bmp', '14', 0.9961]]
[['new8-34_14.jpg.bmp', '14', 0.9988]]
[['new8-3_14.jpg.bmp', '14', 0.8937]]
[['new8-42_14.jpg.bmp', '14', 0.7864]]
[['new8-50_14.jpg.bmp', '14', 0.8249]]
[['new8-53_14.jpg.bmp', '14', 0.9918]]
[['new8-54_14.jpg.bmp', '14', 0.9997]]
[['new8-55_14.jpg.bmp', '14', 1.0]]
[['new8-5_14.jpg.bmp', '3', 0.585]]
[['new8-69_14.jpg.bmp', '14', 0.9987]]
[['new8-76_14.jpg.bmp', '14', 1.0]]
[['new9-19_14.jpg.bmp', '14', 0.9997]]
[['new9-1_14.jpg.bmp', '14', 0.9836]]
[['new9-31_14.jpg.bmp', '14', 0.9922]]
[['new9-33_14.jpg.bmp', '14', 0.9514]]
[['new9-36_14.jpg.bmp', '14', 0.9889]]
[['new9-42_14.jpg.bmp', '14', 0.9404]]
[['new9-43_14.jpg.bmp', '14', 0.9474]]
[['new9-47_14.jpg.bmp', '14', 0.6575]]
[['new9-54_14.jpg.bmp', '14', 0.9995]]
[['new9-58_14.jpg.bmp', '14', 1.0]]
[['new9-62_14.jpg.bmp', '14', 0.9996]]
[['new9-76_14.jpg.bmp', '14', 0.9318]]
